study_name,process,subgroup,n,species,intercept,slope,process_group,subgroup_group,n_group
lasa,gait,male,800,intercept,"  7.20(0.14),$p$<.01","  0.42(0.06),$p$<.01",gait,male,800
lasa,gait,male,800,age,"  0.08(0.01),$p$<.01","  0.03(0.00),$p$<.01",gait,male,800
lasa,gait,male,800,education," -0.07(0.02),$p$=.01"," -0.01(0.00),$p$=.01",gait,male,800
lasa,gait,male,800,height," -0.02(0.01),$p$=.12","  0.00(0.00),$p$=.85",gait,male,800
lasa,gait,male,800,smoking,"  0.08(0.21),$p$=.71","  0.03(0.05),$p$=.52",gait,male,800
lasa,gait,male,800,cardio,"  0.29(0.21),$p$=.16"," -0.02(0.05),$p$=.67",gait,male,800
lasa,gait,male,800,diabetes,"  0.32(0.40),$p$=.43","  0.10(0.13),$p$=.44",gait,male,800
lasa,grip,female,782,intercept," 19.43(0.28),$p$<.01"," -0.28(0.03),$p$<.01",grip,female,782
lasa,grip,female,782,age," -0.31(0.02),$p$<.01"," -0.01(0.00),$p$<.01",grip,female,782
lasa,grip,female,782,education,"  0.08(0.06),$p$=.14"," -0.00(0.00),$p$=.39",grip,female,782
lasa,grip,female,782,height,"  0.17(0.03),$p$<.01"," -0.00(0.00),$p$=.42",grip,female,782
lasa,grip,female,782,smoking," -0.58(0.52),$p$=.26"," -0.05(0.05),$p$=.33",grip,female,782
lasa,grip,female,782,cardio," -0.35(0.44),$p$=.42"," -0.02(0.04),$p$=.54",grip,female,782
lasa,grip,female,782,diabetes," -1.94(0.77),$p$=.01"," -0.05(0.08),$p$=.58",grip,female,782
lasa,grip,male,800,intercept," 34.02(0.49),$p$<.01"," -0.61(0.06),$p$<.01",grip,male,800
lasa,grip,male,800,age," -0.46(0.04),$p$<.01"," -0.03(0.00),$p$<.01",grip,male,800
lasa,grip,male,800,education," -0.10(0.08),$p$=.24","  0.01(0.01),$p$=.20",grip,male,800
lasa,grip,male,800,height,"  0.22(0.04),$p$<.01"," -0.00(0.00),$p$=.42",grip,male,800
lasa,grip,male,800,smoking,"  0.26(0.62),$p$=.67"," -0.11(0.06),$p$=.06",grip,male,800
lasa,grip,male,800,cardio,"  0.37(0.61),$p$=.55"," -0.05(0.06),$p$=.43",grip,male,800
lasa,grip,male,800,diabetes," -2.94(1.44),$p$=.04"," -0.30(0.12),$p$=.02",grip,male,800
lasa,letter,female,782,intercept," 24.26(0.35),$p$<.01"," -0.35(0.02),$p$<.01",letter,female,782
lasa,letter,female,782,age," -0.33(0.03),$p$<.01"," -0.01(0.00),$p$<.01",letter,female,782
lasa,letter,female,782,education,"  0.85(0.07),$p$<.01"," -0.00(0.00),$p$=.29",letter,female,782
lasa,letter,female,782,height,"  0.08(0.03),$p$=.01"," -0.00(0.00),$p$=.66",letter,female,782
lasa,letter,female,782,smoking," -0.63(0.54),$p$=.28","  0.01(0.03),$p$=.73",letter,female,782
lasa,letter,female,782,cardio," -1.05(0.55),$p$=.06","  0.01(0.04),$p$=.78",letter,female,782
lasa,letter,female,782,diabetes," -0.79(1.00),$p$=.43"," -0.10(0.10),$p$=.28",letter,female,782
lasa,letter,male,800,intercept," 22.82(0.35),$p$<.01"," -0.38(0.03),$p$<.01",letter,male,800
lasa,letter,male,800,age," -0.31(0.02),$p$<.01"," -0.01(0.00),$p$<.01",letter,male,800
lasa,letter,male,800,education,"  0.76(0.06),$p$<.01"," -0.01(0.00),$p$=.08",letter,male,800
lasa,letter,male,800,height,"  0.10(0.03),$p$<.01","  0.00(0.00),$p$=.74",letter,male,800
lasa,letter,male,800,smoking," -0.71(0.43),$p$=.10"," -0.06(0.03),$p$=.06",letter,male,800
lasa,letter,male,800,cardio," -0.35(0.45),$p$=.43"," -0.02(0.03),$p$=.59",letter,male,800
lasa,letter,male,800,diabetes," -2.03(0.94),$p$=.03"," -0.06(0.07),$p$=.29",letter,male,800
lasa,pef,female,782,intercept,"352.05(4.52),$p$<.01"," -3.79(0.36),$p$<.01",pef,female,782
lasa,pef,female,782,age," -4.50(0.36),$p$<.01"," -0.14(0.03),$p$<.01",pef,female,782
lasa,pef,female,782,education,"  3.08(0.87),$p$<.01"," -0.09(0.06),$p$=.18",pef,female,782
lasa,pef,female,782,height,"  2.52(0.41),$p$<.01"," -0.04(0.03),$p$=.21",pef,female,782
lasa,pef,female,782,smoking,"-30.62(6.89),$p$<.01"," -0.82(0.47),$p$=.08",pef,female,782
lasa,pef,female,782,cardio,"-12.34(7.36),$p$=.09","  0.03(0.52),$p$=.95",pef,female,782
lasa,pef,female,782,diabetes," -3.75(12.47),$p$=.76"," -0.91(1.15),$p$=.43",pef,female,782
lasa,pef,male,800,intercept,"468.42(6.54),$p$<.01"," -5.31(0.55),$p$<.01",pef,male,800
lasa,pef,male,800,age," -6.52(0.47),$p$<.01"," -0.16(0.04),$p$<.01",pef,male,800
lasa,pef,male,800,education,"  4.45(1.11),$p$<.01"," -0.06(0.09),$p$=.47",pef,male,800
lasa,pef,male,800,height,"  3.18(0.50),$p$<.01"," -0.02(0.04),$p$=.55",pef,male,800
lasa,pef,male,800,smoking,"-52.98(7.94),$p$<.01"," -1.86(0.62),$p$<.01",pef,male,800
lasa,pef,male,800,cardio," -0.76(8.45),$p$=.93"," -1.30(0.68),$p$=.06",pef,male,800
lasa,pef,male,800,diabetes,"  1.14(14.27),$p$=.94"," -1.55(1.47),$p$=.29",pef,male,800
lasa,raven,female,782,intercept," 17.80(0.18),$p$<.01"," -0.16(0.02),$p$<.01",raven,female,782
lasa,raven,female,782,age," -0.15(0.01),$p$<.01"," -0.00(0.00),$p$<.01",raven,female,782
lasa,raven,female,782,education,"  0.40(0.03),$p$<.01","  0.00(0.00),$p$=.80",raven,female,782
lasa,raven,female,782,height,"  0.01(0.02),$p$=.70","  0.00(0.00),$p$=.83",raven,female,782
lasa,raven,female,782,smoking," -0.66(0.28),$p$=.02","  0.02(0.02),$p$=.42",raven,female,782
lasa,raven,female,782,cardio," -0.04(0.29),$p$=.90"," -0.04(0.03),$p$=.09",raven,female,782
lasa,raven,female,782,diabetes," -0.84(0.56),$p$=.14"," -0.08(0.06),$p$=.12",raven,female,782
lasa,raven,male,800,intercept," 17.64(0.19),$p$<.01"," -0.17(0.02),$p$<.01",raven,male,800
lasa,raven,male,800,age," -0.15(0.01),$p$<.01"," -0.01(0.00),$p$<.01",raven,male,800
lasa,raven,male,800,education,"  0.36(0.03),$p$<.01"," -0.00(0.00),$p$=.69",raven,male,800
lasa,raven,male,800,height,"  0.06(0.02),$p$<.01","  0.00(0.00),$p$=.72",raven,male,800
lasa,raven,male,800,smoking," -0.24(0.24),$p$=.32","  0.00(0.02),$p$=.79",raven,male,800
lasa,raven,male,800,cardio," -0.45(0.25),$p$=.07","  0.00(0.02),$p$=.76",raven,male,800
lasa,raven,male,800,diabetes," -0.97(0.50),$p$=.05"," -0.05(0.05),$p$=.34",raven,male,800
lasa,word_im,female,782,intercept," 21.11(0.28),$p$<.01"," -0.31(0.03),$p$<.01",word_im,female,782
lasa,word_im,female,782,age," -0.29(0.02),$p$<.01","  0.00(0.00),$p$=.15",word_im,female,782
lasa,word_im,female,782,education,"  0.48(0.05),$p$<.01"," -0.01(0.00),$p$=.23",word_im,female,782
lasa,word_im,female,782,height,"  0.01(0.03),$p$=.59","  0.00(0.00),$p$=.33",word_im,female,782
lasa,word_im,female,782,smoking," -0.50(0.49),$p$=.30"," -0.03(0.04),$p$=.43",word_im,female,782
lasa,word_im,female,782,cardio," -0.60(0.48),$p$=.21"," -0.00(0.05),$p$=.95",word_im,female,782
lasa,word_im,female,782,diabetes," -0.97(0.79),$p$=.23"," -0.05(0.08),$p$=.53",word_im,female,782
lasa,word_im,male,800,intercept," 17.65(0.28),$p$<.01"," -0.22(0.03),$p$<.01",word_im,male,800
lasa,word_im,male,800,age," -0.25(0.02),$p$<.01"," -0.00(0.00),$p$=.22",word_im,male,800
lasa,word_im,male,800,education,"  0.41(0.05),$p$<.01"," -0.01(0.00),$p$=.03",word_im,male,800
lasa,word_im,male,800,height,"  0.03(0.02),$p$=.25","  0.00(0.00),$p$=.43",word_im,male,800
lasa,word_im,male,800,smoking," -0.35(0.37),$p$=.34"," -0.04(0.04),$p$=.24",word_im,male,800
lasa,word_im,male,800,cardio,"  0.08(0.36),$p$=.83"," -0.00(0.04),$p$=.91",word_im,male,800
lasa,word_im,male,800,diabetes," -0.95(0.72),$p$=.18"," -0.21(0.07),$p$<.01",word_im,male,800
map,bnt,female,"1,010",intercept," 13.47(0.16),$p$<.01","  0.09(0.04),$p$=.02",bnt,female,"1,010"
map,bnt,female,"1,010",age," -0.02(0.00),$p$<.01"," -0.00(0.00),$p$=.15",bnt,female,"1,010"
map,bnt,female,"1,010",education,"  0.09(0.02),$p$<.01"," -0.01(0.00),$p$=.06",bnt,female,"1,010"
map,bnt,female,"1,010",height,"  2.69(0.67),$p$<.01"," -0.29(0.15),$p$=.06",bnt,female,"1,010"
map,bnt,female,"1,010",smoking," -0.01(0.08),$p$=.91"," -0.00(0.02),$p$=.92",bnt,female,"1,010"
map,bnt,female,"1,010",cardio," -0.12(0.22),$p$=.59","  0.03(0.05),$p$=.60",bnt,female,"1,010"
map,bnt,female,"1,010",diabetes," -0.37(0.17),$p$=.03","  0.04(0.05),$p$=.36",bnt,female,"1,010"
map,bnt,male,351,intercept," 13.76(0.29),$p$<.01","  0.05(0.05),$p$=.25",bnt,male,351
map,bnt,male,351,age," -0.03(0.02),$p$=.07","  0.00(0.00),$p$=.06",bnt,male,351
map,bnt,male,351,education,"  0.06(0.02),$p$<.01"," -0.01(0.00),$p$=.16",bnt,male,351
map,bnt,male,351,height,"  2.52(0.78),$p$<.01"," -0.47(0.18),$p$=.01",bnt,male,351
map,bnt,male,351,smoking,"  0.06(0.13),$p$=.66"," -0.01(0.02),$p$=.76",bnt,male,351
map,bnt,male,351,cardio,"  0.01(0.19),$p$=.97"," -0.03(0.04),$p$=.55",bnt,male,351
map,bnt,male,351,diabetes,"  0.02(0.14),$p$=.89","  0.04(0.04),$p$=.33",bnt,male,351
map,bstory_de,female,"1,010",intercept,"  8.98(0.16),$p$<.01","  0.07(0.06),$p$=.30",bstory_de,female,"1,010"
map,bstory_de,female,"1,010",age," -0.03(0.01),$p$<.01"," -0.01(0.00),$p$<.01",bstory_de,female,"1,010"
map,bstory_de,female,"1,010",education,"  0.09(0.02),$p$<.01"," -0.00(0.01),$p$=.58",bstory_de,female,"1,010"
map,bstory_de,female,"1,010",height,"  0.40(0.68),$p$=.56","  0.31(0.30),$p$=.30",bstory_de,female,"1,010"
map,bstory_de,female,"1,010",smoking,"  0.00(0.10),$p$=.96"," -0.07(0.04),$p$=.09",bstory_de,female,"1,010"
map,bstory_de,female,"1,010",cardio," -0.26(0.22),$p$=.22","  0.12(0.09),$p$=.16",bstory_de,female,"1,010"
map,bstory_de,female,"1,010",diabetes," -0.11(0.16),$p$=.48","  0.06(0.07),$p$=.39",bstory_de,female,"1,010"
map,bstory_de,male,351,intercept,"  8.94(0.34),$p$<.01"," -0.08(0.11),$p$=.49",bstory_de,male,351
map,bstory_de,male,351,age," -0.07(0.01),$p$<.01","  0.01(0.00),$p$=.03",bstory_de,male,351
map,bstory_de,male,351,education,"  0.10(0.03),$p$<.01"," -0.01(0.01),$p$=.21",bstory_de,male,351
map,bstory_de,male,351,height,"  0.76(1.48),$p$=.61","  0.74(0.53),$p$=.16",bstory_de,male,351
map,bstory_de,male,351,smoking,"  0.00(0.20),$p$=.99"," -0.06(0.07),$p$=.36",bstory_de,male,351
map,bstory_de,male,351,cardio,"  0.06(0.26),$p$=.83","  0.11(0.09),$p$=.22",bstory_de,male,351
map,bstory_de,male,351,diabetes," -0.17(0.26),$p$=.53","  0.10(0.08),$p$=.27",bstory_de,male,351
map,bstory_im,female,"1,010",intercept,"  9.37(0.16),$p$<.01"," -0.03(0.06),$p$=.59",bstory_im,female,"1,010"
map,bstory_im,female,"1,010",age," -0.03(0.01),$p$<.01"," -0.00(0.00),$p$=.10",bstory_im,female,"1,010"
map,bstory_im,female,"1,010",education,"  0.08(0.02),$p$<.01","  0.01(0.01),$p$=.34",bstory_im,female,"1,010"
map,bstory_im,female,"1,010",height,"  0.84(0.71),$p$=.24","  0.24(0.26),$p$=.36",bstory_im,female,"1,010"
map,bstory_im,female,"1,010",smoking,"  0.03(0.10),$p$=.74"," -0.05(0.04),$p$=.22",bstory_im,female,"1,010"
map,bstory_im,female,"1,010",cardio," -0.13(0.20),$p$=.51"," -0.03(0.08),$p$=.70",bstory_im,female,"1,010"
map,bstory_im,female,"1,010",diabetes,"  0.13(0.15),$p$=.39"," -0.00(0.05),$p$=.98",bstory_im,female,"1,010"
map,bstory_im,male,351,intercept,"  9.44(0.29),$p$<.01"," -0.07(0.10),$p$=.52",bstory_im,male,351
map,bstory_im,male,351,age," -0.06(0.01),$p$<.01","  0.01(0.00),$p$=.01",bstory_im,male,351
map,bstory_im,male,351,education,"  0.07(0.03),$p$=.01"," -0.01(0.01),$p$=.36",bstory_im,male,351
map,bstory_im,male,351,height,"  1.72(1.19),$p$=.15"," -0.24(0.47),$p$=.61",bstory_im,male,351
map,bstory_im,male,351,smoking,"  0.13(0.16),$p$=.43"," -0.06(0.06),$p$=.36",bstory_im,male,351
map,bstory_im,male,351,cardio,"  0.08(0.24),$p$=.72"," -0.01(0.09),$p$=.93",bstory_im,male,351
map,bstory_im,male,351,diabetes," -0.03(0.23),$p$=.90","  0.02(0.08),$p$=.79",bstory_im,male,351
map,categories,female,"1,010",intercept," 32.92(0.76),$p$<.01"," -0.05(0.21),$p$=.83",categories,female,"1,010"
map,categories,female,"1,010",age," -0.26(0.03),$p$<.01"," -0.03(0.01),$p$<.01",categories,female,"1,010"
map,categories,female,"1,010",education,"  0.78(0.08),$p$<.01","  0.00(0.03),$p$=.96",categories,female,"1,010"
map,categories,female,"1,010",height," 12.73(3.54),$p$<.01","  0.28(0.97),$p$=.78",categories,female,"1,010"
map,categories,female,"1,010",smoking," -1.49(0.46),$p$<.01","  0.12(0.13),$p$=.36",categories,female,"1,010"
map,categories,female,"1,010",cardio," -1.51(0.78),$p$=.05"," -0.21(0.27),$p$=.43",categories,female,"1,010"
map,categories,female,"1,010",diabetes," -0.65(0.78),$p$=.41"," -0.08(0.24),$p$=.73",categories,female,"1,010"
map,categories,male,351,intercept," 31.35(1.34),$p$<.01","  0.37(0.35),$p$=.29",categories,male,351
map,categories,male,351,age," -0.32(0.06),$p$<.01"," -0.03(0.02),$p$=.08",categories,male,351
map,categories,male,351,education,"  0.51(0.12),$p$<.01"," -0.04(0.03),$p$=.28",categories,male,351
map,categories,male,351,height," 13.70(6.24),$p$=.03","  0.76(1.61),$p$=.64",categories,male,351
map,categories,male,351,smoking," -0.77(0.76),$p$=.31","  0.05(0.22),$p$=.83",categories,male,351
map,categories,male,351,cardio," -0.22(1.10),$p$=.84","  0.17(0.34),$p$=.61",categories,male,351
map,categories,male,351,diabetes,"  0.23(1.12),$p$=.84"," -0.57(0.30),$p$=.06",categories,male,351
map,digit_b,female,"1,010",intercept,"  5.19(0.18),$p$<.01"," -0.01(0.05),$p$=.90",digit_b,female,"1,010"
map,digit_b,female,"1,010",age,"  0.00(0.01),$p$=.66","  0.00(0.00),$p$=.78",digit_b,female,"1,010"
map,digit_b,female,"1,010",education,"  0.15(0.02),$p$<.01"," -0.00(0.00),$p$=.33",digit_b,female,"1,010"
map,digit_b,female,"1,010",height,"  3.16(0.82),$p$<.01","  0.12(0.24),$p$=.63",digit_b,female,"1,010"
map,digit_b,female,"1,010",smoking,"  0.00(0.11),$p$=.98","  0.00(0.03),$p$=.93",digit_b,female,"1,010"
map,digit_b,female,"1,010",cardio," -0.61(0.18),$p$<.01","  0.21(0.07),$p$<.01",digit_b,female,"1,010"
map,digit_b,female,"1,010",diabetes,"  0.04(0.20),$p$=.85"," -0.03(0.07),$p$=.65",digit_b,female,"1,010"
map,digit_b,male,351,intercept,"  5.04(0.31),$p$<.01","  0.04(0.10),$p$=.68",digit_b,male,351
map,digit_b,male,351,age," -0.04(0.02),$p$<.01"," -0.00(0.00),$p$=.74",digit_b,male,351
map,digit_b,male,351,education,"  0.18(0.03),$p$<.01"," -0.00(0.01),$p$=.96",digit_b,male,351
map,digit_b,male,351,height," -0.78(1.22),$p$=.52","  0.39(0.42),$p$=.36",digit_b,male,351
map,digit_b,male,351,smoking,"  0.12(0.17),$p$=.50"," -0.00(0.05),$p$=.94",digit_b,male,351
map,digit_b,male,351,cardio,"  0.16(0.24),$p$=.51"," -0.07(0.08),$p$=.38",digit_b,male,351
map,digit_b,male,351,diabetes," -0.02(0.24),$p$=.92"," -0.04(0.07),$p$=.62",digit_b,male,351
map,digit_f,female,"1,010",intercept,"  7.28(0.20),$p$<.01","  0.04(0.06),$p$=.45",digit_f,female,"1,010"
map,digit_f,female,"1,010",age,"  0.00(0.01),$p$=.55"," -0.00(0.00),$p$=.71",digit_f,female,"1,010"
map,digit_f,female,"1,010",education,"  0.14(0.02),$p$<.01"," -0.00(0.01),$p$=.41",digit_f,female,"1,010"
map,digit_f,female,"1,010",height,"  3.13(0.82),$p$<.01"," -0.21(0.26),$p$=.40",digit_f,female,"1,010"
map,digit_f,female,"1,010",smoking,"  0.00(0.11),$p$=.97"," -0.01(0.03),$p$=.74",digit_f,female,"1,010"
map,digit_f,female,"1,010",cardio,"  0.03(0.22),$p$=.90"," -0.10(0.06),$p$=.11",digit_f,female,"1,010"
map,digit_f,female,"1,010",diabetes,"  0.04(0.19),$p$=.84"," -0.01(0.06),$p$=.79",digit_f,female,"1,010"
map,digit_f,male,351,intercept,"  7.23(0.29),$p$<.01","  0.01(0.09),$p$=.93",digit_f,male,351
map,digit_f,male,351,age," -0.04(0.01),$p$<.01","  0.00(0.00),$p$=.80",digit_f,male,351
map,digit_f,male,351,education,"  0.19(0.02),$p$<.01"," -0.01(0.01),$p$=.39",digit_f,male,351
map,digit_f,male,351,height," -1.30(1.48),$p$=.38","  0.12(0.47),$p$=.80",digit_f,male,351
map,digit_f,male,351,smoking,"  0.32(0.17),$p$=.06","  0.02(0.05),$p$=.77",digit_f,male,351
map,digit_f,male,351,cardio,"  0.19(0.25),$p$=.43"," -0.05(0.08),$p$=.55",digit_f,male,351
map,digit_f,male,351,diabetes," -0.38(0.27),$p$=.16","  0.10(0.07),$p$=.17",digit_f,male,351
map,digit_o,female,"1,010",intercept,"  6.50(0.16),$p$<.01","  0.07(0.05),$p$=.15",digit_o,female,"1,010"
map,digit_o,female,"1,010",age," -0.00(0.01),$p$=.53"," -0.00(0.00),$p$=.13",digit_o,female,"1,010"
map,digit_o,female,"1,010",education,"  0.12(0.02),$p$<.01"," -0.01(0.00),$p$=.24",digit_o,female,"1,010"
map,digit_o,female,"1,010",height,"  1.69(0.59),$p$<.01","  0.20(0.21),$p$=.35",digit_o,female,"1,010"
map,digit_o,female,"1,010",smoking," -0.06(0.08),$p$=.46"," -0.04(0.03),$p$=.22",digit_o,female,"1,010"
map,digit_o,female,"1,010",cardio," -0.11(0.15),$p$=.48"," -0.07(0.06),$p$=.27",digit_o,female,"1,010"
map,digit_o,female,"1,010",diabetes," -0.14(0.15),$p$=.37","  0.06(0.04),$p$=.18",digit_o,female,"1,010"
map,digit_o,male,351,intercept,"  6.85(0.25),$p$<.01"," -0.10(0.08),$p$=.21",digit_o,male,351
map,digit_o,male,351,age," -0.05(0.01),$p$<.01"," -0.00(0.00),$p$=.88",digit_o,male,351
map,digit_o,male,351,education,"  0.10(0.02),$p$<.01","  0.00(0.01),$p$=.78",digit_o,male,351
map,digit_o,male,351,height,"  2.30(1.03),$p$=.03","  0.20(0.37),$p$=.59",digit_o,male,351
map,digit_o,male,351,smoking,"  0.07(0.13),$p$=.57","  0.03(0.04),$p$=.45",digit_o,male,351
map,digit_o,male,351,cardio," -0.06(0.20),$p$=.77","  0.03(0.07),$p$=.72",digit_o,male,351
map,digit_o,male,351,diabetes," -0.13(0.20),$p$=.52","  0.03(0.06),$p$=.65",digit_o,male,351
map,fev,female,"1,010",intercept,"  1.68(0.04),$p$<.01"," -0.04(0.01),$p$<.01",fev,female,"1,010"
map,fev,female,"1,010",age," -0.02(0.00),$p$<.01","  0.00(0.00),$p$=.08",fev,female,"1,010"
map,fev,female,"1,010",education,"  0.01(0.00),$p$<.01","  0.00(0.00),$p$=.96",fev,female,"1,010"
map,fev,female,"1,010",height,"  1.63(0.22),$p$<.01"," -0.07(0.04),$p$=.09",fev,female,"1,010"
map,fev,female,"1,010",smoking," -0.09(0.02),$p$<.01","  0.00(0.00),$p$=.69",fev,female,"1,010"
map,fev,female,"1,010",cardio," -0.06(0.05),$p$=.23"," -0.01(0.01),$p$=.15",fev,female,"1,010"
map,fev,female,"1,010",diabetes," -0.03(0.04),$p$=.40"," -0.01(0.01),$p$=.51",fev,female,"1,010"
map,fev,male,351,intercept,"  2.40(0.11),$p$<.01"," -0.08(0.02),$p$<.01",fev,male,351
map,fev,male,351,age," -0.03(0.00),$p$<.01","  0.00(0.00),$p$=.79",fev,male,351
map,fev,male,351,education,"  0.02(0.01),$p$=.04","  0.00(0.00),$p$=.96",fev,male,351
map,fev,male,351,height,"  1.70(0.45),$p$<.01","  0.10(0.12),$p$=.43",fev,male,351
map,fev,male,351,smoking," -0.22(0.07),$p$<.01","  0.04(0.01),$p$=.01",fev,male,351
map,fev,male,351,cardio," -0.09(0.09),$p$=.32"," -0.02(0.02),$p$=.17",fev,male,351
map,fev,male,351,diabetes," -0.24(0.08),$p$<.01","  0.04(0.02),$p$=.05",fev,male,351
map,grip,female,"1,010",intercept," 43.70(1.26),$p$<.01"," -0.40(0.32),$p$=.20",grip,female,"1,010"
map,grip,female,"1,010",age," -0.59(0.05),$p$<.01"," -0.02(0.01),$p$=.06",grip,female,"1,010"
map,grip,female,"1,010",education,"  0.38(0.13),$p$<.01"," -0.07(0.03),$p$=.04",grip,female,"1,010"
map,grip,female,"1,010",height," 39.39(4.23),$p$<.01"," -1.16(1.18),$p$=.32",grip,female,"1,010"
map,grip,female,"1,010",smoking,"  0.37(0.67),$p$=.58"," -0.01(0.17),$p$=.96",grip,female,"1,010"
map,grip,female,"1,010",cardio,"  0.54(1.40),$p$=.70","  0.13(0.29),$p$=.64",grip,female,"1,010"
map,grip,female,"1,010",diabetes," -0.04(1.21),$p$=.97"," -0.29(0.28),$p$=.31",grip,female,"1,010"
map,grip,male,351,intercept," 79.54(3.05),$p$<.01"," -2.47(0.90),$p$=.01",grip,male,351
map,grip,male,351,age," -1.00(0.13),$p$<.01"," -0.03(0.04),$p$=.37",grip,male,351
map,grip,male,351,education," -0.02(0.27),$p$=.92","  0.09(0.07),$p$=.17",grip,male,351
map,grip,male,351,height," 83.53(11.29),$p$<.01"," -3.39(3.54),$p$=.34",grip,male,351
map,grip,male,351,smoking," -0.15(2.00),$p$=.94","  0.04(0.46),$p$=.93",grip,male,351
map,grip,male,351,cardio," -6.21(2.75),$p$=.02","  0.86(0.64),$p$=.18",grip,male,351
map,grip,male,351,diabetes," -6.40(2.33),$p$=.01","  1.18(0.52),$p$=.02",grip,male,351
map,ideas,female,"1,010",intercept,"  7.56(0.06),$p$<.01","  0.02(0.02),$p$=.34",ideas,female,"1,010"
map,ideas,female,"1,010",age,"  0.00(0.00),$p$=.11","  0.00(0.00),$p$=.64",ideas,female,"1,010"
map,ideas,female,"1,010",education,"  0.02(0.00),$p$<.01"," -0.00(0.00),$p$=.37",ideas,female,"1,010"
map,ideas,female,"1,010",height,"  0.38(0.23),$p$=.10","  0.07(0.09),$p$=.43",ideas,female,"1,010"
map,ideas,female,"1,010",smoking," -0.03(0.03),$p$=.32","  0.02(0.01),$p$=.12",ideas,female,"1,010"
map,ideas,female,"1,010",cardio," -0.05(0.06),$p$=.42","  0.02(0.02),$p$=.45",ideas,female,"1,010"
map,ideas,female,"1,010",diabetes," -0.11(0.06),$p$=.07","  0.02(0.02),$p$=.44",ideas,female,"1,010"
map,ideas,male,351,intercept,"  7.78(0.09),$p$<.01"," -0.04(0.05),$p$=.42",ideas,male,351
map,ideas,male,351,age," -0.01(0.01),$p$=.20","  0.00(0.00),$p$=.08",ideas,male,351
map,ideas,male,351,education,"  0.01(0.01),$p$=.11"," -0.00(0.00),$p$=.65",ideas,male,351
map,ideas,male,351,height,"  0.59(0.42),$p$=.16","  0.00(0.16),$p$=.93",ideas,male,351
map,ideas,male,351,smoking," -0.04(0.06),$p$=.45","  0.03(0.02),$p$=.21",ideas,male,351
map,ideas,male,351,cardio,"  0.05(0.07),$p$=.51","  0.01(0.02),$p$=.70",ideas,male,351
map,ideas,male,351,diabetes," -0.07(0.08),$p$=.40","  0.02(0.03),$p$=.52",ideas,male,351
map,line,female,"1,010",intercept,"  8.16(0.30),$p$<.01"," -0.04(0.08),$p$=.65",line,female,"1,010"
map,line,female,"1,010",age," -0.01(0.01),$p$=.27","  0.00(0.00),$p$=.99",line,female,"1,010"
map,line,female,"1,010",education,"  0.24(0.03),$p$<.01","  0.00(0.01),$p$=.81",line,female,"1,010"
map,line,female,"1,010",height,"  3.05(1.28),$p$=.02","  0.28(0.36),$p$=.44",line,female,"1,010"
map,line,female,"1,010",smoking," -0.28(0.16),$p$=.09","  0.06(0.05),$p$=.18",line,female,"1,010"
map,line,female,"1,010",cardio,"  0.12(0.32),$p$=.71"," -0.15(0.09),$p$=.07",line,female,"1,010"
map,line,female,"1,010",diabetes," -0.73(0.29),$p$=.01","  0.06(0.09),$p$=.50",line,female,"1,010"
map,line,male,351,intercept," 10.35(0.51),$p$<.01"," -0.13(0.15),$p$=.40",line,male,351
map,line,male,351,age," -0.02(0.02),$p$=.30","  0.01(0.01),$p$=.41",line,male,351
map,line,male,351,education,"  0.20(0.04),$p$<.01","  0.00(0.01),$p$=.72",line,male,351
map,line,male,351,height,"  4.16(2.41),$p$=.08","  0.78(0.66),$p$=.24",line,male,351
map,line,male,351,smoking," -0.65(0.28),$p$=.02","  0.07(0.08),$p$=.37",line,male,351
map,line,male,351,cardio," -0.20(0.41),$p$=.64","  0.12(0.14),$p$=.41",line,male,351
map,line,male,351,diabetes," -0.17(0.38),$p$=.66","  0.04(0.12),$p$=.74",line,male,351
map,logic_de,female,"1,010",intercept,"  8.49(0.37),$p$<.01","  0.28(0.12),$p$=.02",logic_de,female,"1,010"
map,logic_de,female,"1,010",age," -0.10(0.02),$p$<.01"," -0.01(0.00),$p$<.01",logic_de,female,"1,010"
map,logic_de,female,"1,010",education,"  0.34(0.04),$p$<.01","  0.03(0.01),$p$=.05",logic_de,female,"1,010"
map,logic_de,female,"1,010",height,"  5.51(1.54),$p$<.01","  0.27(0.56),$p$=.63",logic_de,female,"1,010"
map,logic_de,female,"1,010",smoking," -0.06(0.22),$p$=.80"," -0.09(0.07),$p$=.21",logic_de,female,"1,010"
map,logic_de,female,"1,010",cardio," -0.29(0.51),$p$=.57"," -0.02(0.15),$p$=.89",logic_de,female,"1,010"
map,logic_de,female,"1,010",diabetes," -0.40(0.36),$p$=.27","  0.11(0.12),$p$=.35",logic_de,female,"1,010"
map,logic_de,male,351,intercept,"  7.95(0.74),$p$<.01","  0.21(0.24),$p$=.37",logic_de,male,351
map,logic_de,male,351,age," -0.14(0.03),$p$<.01"," -0.00(0.01),$p$=.60",logic_de,male,351
map,logic_de,male,351,education,"  0.24(0.06),$p$<.01","  0.01(0.02),$p$=.64",logic_de,male,351
map,logic_de,male,351,height,"  2.91(3.05),$p$=.34","  0.61(0.96),$p$=.53",logic_de,male,351
map,logic_de,male,351,smoking," -0.21(0.38),$p$=.59","  0.11(0.12),$p$=.37",logic_de,male,351
map,logic_de,male,351,cardio,"  0.64(0.53),$p$=.23","  0.01(0.19),$p$=.96",logic_de,male,351
