"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:51 AM","eas","u2","female","aehplus","nophys","fluency","nophysspec","fas",TRUE,150,9,NA,28,-2216.272,4488.544,4572.842,4484.228,4501.96548760331,"u2_female_aehplus_nophys_fluency_nophysspec_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.308,28.016,0,0.616,3.959,0.876,0.714,8.271,0.931,24.514,2.084,0,NA,NA,NA,NA,NA,NA,28.703,4.164,0,1.664,1.811,0.358
"Mplus VERSION 7.3","0.1","03/11/2015"," 2:11 PM","eas","u2","female","aehplus","nophys","global","nophysspec","mmse",TRUE,150,9,NA,28,-926.08,1908.16,1992.458,1903.843,1921.58148760331,"u2_female_aehplus_nophys_global_nophysspec_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775,0.36,0.031,0.019,0.081,0.813,0.058,0.161,0.717,0.537,0.027,0,NA,NA,NA,NA,NA,NA,26.297,0.453,0,-0.119,0.262,0.649
"Mplus VERSION 7.3","0.1","03/18/2015"," 1:23 PM","eas","u2","female","aehplus","nophys","knowledge","nophysspec","information",TRUE,110,7,NA,28,-1130.479,2316.958,2392.571,2304.09,2337.00738271605,"u2_female_aehplus_nophys_knowledge_nophysspec_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.706,9.635,0.224,0.298,3.249,0.927,0.29,5.775,0.96,7.125,0.719,0,NA,NA,NA,NA,NA,NA,16.918,2.599,0,-2.828,2.091,0.176
"Mplus VERSION 7.3","0.1","03/11/2015"," 9:27 AM","eas","u2","female","aehplus","nophys","knowledge","nophysSpec","wasivocab",TRUE,150,9,NA,28,-2232.294,4520.588,4604.886,4516.272,4534.00948760331,"u2_female_aehplus_nophys_knowledge_nophysSpec_wasivocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.333,23.755,0,2.861,4.769,0.549,-4.984,9.608,0.604,28.983,2.047,0,NA,NA,NA,NA,NA,NA,33.096,3.434,0,1.689,1.861,0.364
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:09 AM","eas","u2","female","aehplus","nophys","memory","nophysspec","digitspantotal",TRUE,150,9,NA,28,-1416.093,2888.185,2972.483,2883.869,2901.60648760331,"u2_female_aehplus_nophys_memory_nophysspec_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,1.785,0.003,0.273,0.409,0.505,0.095,0.768,0.902,2.32,0.176,0,NA,NA,NA,NA,NA,NA,13.413,1.033,0,0.408,0.549,0.457
"Mplus VERSION 7.3","0.1","03/18/2015","12:44 PM","eas","u2","female","aehplus","nophys","memory","nophysspec","logicalmemory",TRUE,150,9,NA,28,-1961.621,3979.242,4063.54,3974.926,3992.66348760331,"u2_female_aehplus_nophys_memory_nophysspec_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.127,8.441,0.017,0.854,2.175,0.695,0.906,3.904,0.817,13.964,1.198,0,NA,NA,NA,NA,NA,NA,18.352,2.588,0,-0.152,1.4,0.913
"Mplus VERSION 7.3","0.1","03/02/2015"," 2:54 PM","eas","u2","female","aehplus","noPhys","reasoning","noPhysSpec","block",TRUE,150,8,NA,28,-2062.057,4180.115,4264.412,4175.798,4193.53648760331,"u2_female_aehplus_noPhys_reasoning_noPhysSpec_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.653,13.614,0.005,0.891,3.498,0.799,1.341,6.211,0.829,19.136,1.478,0,NA,NA,NA,NA,NA,NA,16.356,2.921,0,2.772,1.663,0.096
"Mplus VERSION 7.3","0.1","03/03/2015"," 8:28 AM","eas","u2","female","aehplus","noPhys","speed","noPhysSpec","digitsymbol",TRUE,150,6,NA,28,-2020.265,4096.529,4180.827,4092.212,4109.95048760331,"u2_female_aehplus_noPhys_speed_noPhysSpec_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.156,38.293,0,9.545,10.359,0.357,-23.011,17.635,0.192,27.184,2.535,0,NA,NA,NA,NA,NA,NA,42.443,5.101,0,-0.838,2.729,0.759
"Mplus VERSION 7.3","0.1","03/02/2015"," 8:05 AM","eas","u2","female","age","noPhys","executive","noPhySpec","trailsb",TRUE,580,9,NA,13,-9585.559,19197.118,19253.837,19212.567,19197.7611095406,"u2_female_age_noPhys_executive_noPhySpec_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4050.514,817.037,0,211.462,96.222,0.028,-380.849,335.338,0.256,1683.272,55.322,0,NA,NA,NA,NA,NA,NA,124.716,9.63,0,1.363,5.093,0.789
"Mplus VERSION 7.3","0.1","03/18/2015"," 8:31 AM","eas","u2","female","age","nophys","fluency","nophysspec","bostonnaming",TRUE,600,9,NA,15,-6853.614,13737.227,13803.181,13755.56,13738.0489178082,"u2_female_age_nophys_fluency_nophysspec_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.366,0.815,0,0.051,0.142,0.719,0.103,0.342,0.763,1.915,0.082,0,NA,NA,NA,NA,NA,NA,11.736,0.312,0,0.092,0.143,0.522
"Mplus VERSION 7.3","0.1","03/11/2015"," 4:04 PM","eas","u2","female","age","nophys","fluency","nophysspec","category",TRUE,593,9,NA,31,-9699.224,19460.448,19596.389,19497.974,19463.9845418895,"u2_female_age_nophys_fluency_nophysspec_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.366,7.769,0,2.98,1.165,0.011,-0.553,3.428,0.872,17.748,0.869,0,NA,NA,NA,NA,NA,NA,40.478,0.928,0,-0.257,0.537,0.631
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:37 AM","eas","u2","female","age","nophys","fluency","nophysspec","fas",TRUE,571,9,NA,13,-6125.83,12277.66,12334.176,12292.907,12278.3135008977,"u2_female_age_nophys_fluency_nophysspec_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.624,15.969,0,6.254,2.414,0.01,-5.376,5.316,0.312,26.223,1.286,0,NA,NA,NA,NA,NA,NA,33.187,1.225,0,1.318,0.566,0.02
"Mplus VERSION 7.3","0.1","03/11/2015"," 2:22 PM","eas","u2","female","age","nophys","global","nophysspec","mmse",TRUE,600,9,NA,13,-3089.37,6204.741,6261.901,6220.63,6205.36216040956,"u2_female_age_nophys_global_nophysspec_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.372,0.293,0,0.067,0.053,0.203,-0.088,0.131,0.502,0.797,0.027,0,NA,NA,NA,NA,NA,NA,26.286,0.192,0,0.049,0.093,0.595
"Mplus VERSION 7.3","0.1","03/18/2015"," 1:20 PM","eas","u2","female","age","nophys","knoledge","nophysspec","information",TRUE,503,7,NA,13,-4171.585,8369.169,8424.037,8382.774,8369.91337627812,"u2_female_age_nophys_knoledge_nophysspec_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.071,5.219,0,1.094,1.557,0.482,-0.548,2.717,0.84,8.411,0.427,0,NA,NA,NA,NA,NA,NA,19.929,0.726,0,-0.783,0.432,0.07
"Mplus VERSION 7.3","0.1","03/11/2015"," 9:49 AM","eas","u2","female","age","nophys","knowledge","nophysspec","waisvocab",TRUE,594,9,NA,13,-6586.514,13199.028,13256.057,13214.786,13199.6555862069,"u2_female_age_nophys_knowledge_nophysspec_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.237,17.741,0,2.12,2.752,0.441,-2.589,6.583,0.694,39.504,1.52,0,NA,NA,NA,NA,NA,NA,44.824,1.357,0,0.034,0.679,0.96
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:18 AM","eas","u2","female","age","nophys","memory","nophysspec","digitspantotal",TRUE,595,9,NA,13,-4189.781,8405.562,8462.613,8421.342,8406.1885060241,"u2_female_age_nophys_memory_nophysspec_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.522,1.178,0,0.659,0.235,0.005,-1.085,0.518,0.036,2.575,0.107,0,NA,NA,NA,NA,NA,NA,13.186,0.358,0,0.544,0.176,0.002
"Mplus VERSION 7.3","0.1","03/18/2015","12:47 PM","eas","u2","female","age","nophys","memory","nophysspec","logicalmemory",TRUE,554,9,NA,13,-5216.341,10458.682,10514.805,10473.537,10459.3560740741,"u2_female_age_nophys_memory_nophysspec_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.166,5.238,0,0.726,1.033,0.482,-0.713,2.18,0.744,15.336,0.738,0,NA,NA,NA,NA,NA,NA,21.447,0.708,0,0.251,0.393,0.524
"Mplus VERSION 7.3","0.1","02/24/2015"," 4:08 PM","eas","u2","female","age","noPhys","reasoning","noPhysSpec","block",TRUE,563,9,NA,13,-5637.379,11300.758,11357.09,11315.822,11301.4210236794,"u2_female_age_noPhys_reasoning_noPhysSpec_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.594,8.175,0,1.593,1.624,0.327,-3.818,2.983,0.201,21.037,1.262,0,NA,NA,NA,NA,NA,NA,20.202,0.889,0,0.994,0.437,0.023
"Mplus VERSION 7.3","0.1","03/03/2015"," 7:40 AM","eas","u2","female","age","noPhys","speed","noPhysSpec","digitsymbol",TRUE,592,9,NA,13,-6482.124,12990.248,13047.234,13005.963,12990.8777577855,"u2_female_age_noPhys_speed_noPhysSpec_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.426,17.308,0,7.002,2.374,0.003,-10.179,6.365,0.11,29.335,1.166,0,NA,NA,NA,NA,NA,NA,44.204,1.387,0,1.425,0.613,0.02
"Mplus VERSION 7.3","0.1","03/02/2015"," 2:34 PM","eas","u2","female","full","noPhys","executive","noPhysSpec","trailsb",TRUE,150,8,NA,31,-3416.254,6894.508,6987.837,6889.728,6911.32155932203,"u2_female_full_noPhys_executive_noPhysSpec_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2792.239,1341.424,0.037,19.74,315.785,0.95,-176.32,604.775,0.771,1447.026,66.044,0,NA,NA,NA,NA,NA,NA,196.083,28.52,0,-15.182,16.643,0.362
"Mplus VERSION 7.3","0.1","03/18/2015"," 8:36 AM","eas","u2","female","full","nophys","fluency","nophysspec","bostonnaming",TRUE,150,9,NA,31,-1319.321,2700.641,2793.971,2695.862,2717.45455932203,"u2_female_full_nophys_fluency_nophysspec_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.438,1.416,0.085,0.08,0.275,0.77,0.318,0.582,0.585,1.731,0.131,0,NA,NA,NA,NA,NA,NA,10.334,0.907,0,0.269,0.542,0.62
"Mplus VERSION 7.3","0.1","03/11/2015"," 4:23 PM","eas","u2","female","full","nophys","fluency","nophysspec","category",TRUE,150,9,NA,31,-2092.627,4247.254,4340.584,4242.475,4264.06755932203,"u2_female_full_nophys_fluency_nophysspec_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.778,13.096,0,1.278,2.63,0.627,0.52,5.823,0.929,16.567,1.709,0,NA,NA,NA,NA,NA,NA,37.635,3.058,0,0.013,1.658,0.994
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:59 AM","eas","u2","female","full","nophys","fluency","nophysspec","fas",TRUE,150,9,NA,31,-2215.474,4492.949,4586.278,4488.169,4509.76255932203,"u2_female_full_nophys_fluency_nophysspec_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.174,28.629,0,0.622,3.725,0.867,1.153,8.334,0.89,24.531,2.088,0,NA,NA,NA,NA,NA,NA,29.38,4.391,0,1.348,1.862,0.469
"Mplus VERSION 7.3","0.1","03/11/2015"," 2:04 PM","eas","u2","female","full","nophys","global","nophysspec","mmse",TRUE,150,9,NA,31,-925.495,1912.99,2006.32,1908.211,1929.80355932203,"u2_female_full_nophys_global_nophysspec_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777,0.374,0.038,0.019,0.095,0.846,0.057,0.173,0.741,0.536,0.029,0,NA,NA,NA,NA,NA,NA,26.269,0.486,0,-0.086,0.278,0.758
"Mplus VERSION 7.3","0.1","03/18/2015"," 1:24 PM","eas","u2","female","full","nophys","knowledge","nophysspec","information",TRUE,110,7,NA,31,-1130.221,2322.442,2406.157,2308.196,2347.8778974359,"u2_female_full_nophys_knowledge_nophysspec_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.687,9.668,0.227,0.289,3.382,0.932,0.287,5.797,0.961,7.118,0.73,0,NA,NA,NA,NA,NA,NA,16.98,3.025,0,-2.712,2.251,0.228
"Mplus VERSION 7.3","0.1","03/11/2015"," 9:19 AM","eas","u2","female","full","nophys","knowledge","nophysspec","waisvocab",TRUE,150,9,NA,31,-2231.074,4524.149,4617.479,4519.37,4540.96255932203,"u2_female_full_nophys_knowledge_nophysspec_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.348,24.264,0.001,2.476,4.805,0.606,-4.701,9.824,0.632,29.01,2.087,0,NA,NA,NA,NA,NA,NA,33.832,3.432,0,1.737,1.898,0.36
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:05 AM","eas","u2","female","full","nophys","memory","nophysspec","digitspantotal",TRUE,150,9,NA,31,-1414.223,2890.447,2983.776,2885.667,2907.26055932203,"u2_female_full_nophys_memory_nophysspec_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.448,1.784,0.002,0.284,0.377,0.45,0.045,0.761,0.953,2.305,0.176,0,NA,NA,NA,NA,NA,NA,13.566,1.132,0,0.21,0.601,0.726
"Mplus VERSION 7.3","0.1","03/18/2015","12:43 PM","eas","u2","female","full","nophys","memory","nophysspec","logicalmemory",TRUE,150,9,NA,31,-1959.363,3980.727,4074.056,3975.947,3997.54055932203,"u2_female_full_nophys_memory_nophysspec_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.734,8.939,0.02,0.774,2.171,0.721,0.739,4.113,0.857,13.883,1.182,0,NA,NA,NA,NA,NA,NA,17.95,2.615,0,0.265,1.46,0.856
"Mplus VERSION 7.3","0.1","03/02/2015"," 3:33 PM","eas","u2","female","full","noPhys","reasoning","noPhysSec","block",TRUE,150,8,NA,31,-2061.852,4185.705,4279.034,4180.925,4202.51855932203,"u2_female_full_noPhys_reasoning_noPhysSec_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.429,13.656,0.005,0.875,3.625,0.809,1.399,6.307,0.824,19.141,1.496,0,NA,NA,NA,NA,NA,NA,16.681,3.399,0,2.735,1.936,0.158
"Mplus VERSION 7.3","0.1","03/03/2015"," 8:34 AM","eas","u2","female","full","noPhys","speed","noPhysSpec","digitsymbol",TRUE,150,6,NA,31,-2019.023,4100.045,4193.375,4095.266,4116.85855932203,"u2_female_full_noPhys_speed_noPhysSpec_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.09,39.056,0,8.181,10.433,0.433,-21.254,17.515,0.225,27.077,2.578,0,NA,NA,NA,NA,NA,NA,41.449,5.501,0,-0.01,3.046,0.997
"Mplus VERSION 7.3","0.1","03/02/2015","10:00 AM","eas","u2","male","ae","noPhys","executive","noPhySpec","trailsb",TRUE,368,9,NA,16,-5968.004,11968.009,12030.538,11979.776,11969.5588575499,"u2_male_ae_noPhys_executive_noPhySpec_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4378.208,1071.477,0,229.657,162.033,0.156,-486.908,465.11,0.295,1487.653,54.133,0,NA,NA,NA,NA,NA,NA,123.404,13.318,0,13.144,8.811,0.136
"Mplus VERSION 7.3","0.1","03/18/2015"," 8:28 AM","eas","u2","male","ae","nophys","fluency","nophysspec","bostonnaming",TRUE,376,9,NA,16,-2351.848,4735.697,4798.57,4747.806,4737.21232033426,"u2_male_ae_nophys_fluency_nophysspec_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.019,0.971,0,0.025,0.195,0.899,-0.198,0.437,0.65,1.993,0.071,0,NA,NA,NA,NA,NA,NA,11.882,0.445,0,0.118,0.345,0.733
"Mplus VERSION 7.3","0.1","03/11/2015"," 4:09 PM","eas","u2","male","ae","nophys","fluency","nophysspec","category",TRUE,376,9,NA,16,-3709.807,7451.614,7514.488,7463.724,7453.12932033426,"u2_male_ae_nophys_fluency_nophysspec_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.226,12.302,0,4.662,2.787,0.094,-7.721,5.356,0.149,19.245,1.121,0,NA,NA,NA,NA,NA,NA,36.515,1.367,0,-0.365,1.009,0.717
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:41 AM","eas","u2","male","ae","nophys","fluency","nophysspec","fas",TRUE,358,9,NA,16,-3806.942,7645.884,7707.973,7657.213,7647.47930791789,"u2_male_ae_nophys_fluency_nophysspec_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.74,19.535,0,11.428,3.458,0.001,-17.859,6.879,0.009,26.495,1.869,0,NA,NA,NA,NA,NA,NA,29.665,2.182,0,1.461,1.429,0.307
"Mplus VERSION 7.3","0.1","03/11/2015"," 2:18 PM","eas","u2","male","ae","nophys","global","nophysspec","mmse",TRUE,383,9,NA,16,-1951.158,3934.317,3997.486,3946.72,3935.80333879781,"u2_male_ae_nophys_global_nophysspec_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.958,0.404,0,0.034,0.089,0.699,-0.118,0.193,0.542,0.957,0.034,0,NA,NA,NA,NA,NA,NA,25.928,0.267,0,0.337,0.198,0.089
"Mplus VERSION 7.3","0.1","03/18/2015"," 1:16 PM","eas","u2","male","ae","nophys","knowledge","nophysspec","information",TRUE,337,7,NA,16,-2603.215,5238.429,5299.55,5248.796,5240.129,"u2_male_ae_nophys_knowledge_nophysspec_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.589,5.401,0,1.655,1.613,0.305,-5.024,2.882,0.081,6.509,0.364,0,NA,NA,NA,NA,NA,NA,23.053,0.828,0,-1.162,0.687,0.091
"Mplus VERSION 7.3","0.1","03/11/2015"," 9:44 AM","eas","u2","male","ae","nophys","knowledge","nophysspec","waisvocab",TRUE,377,9,NA,16,-4193.896,8419.791,8482.707,8431.943,8421.30211111111,"u2_male_ae_nophys_knowledge_nophysspec_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.83,26.994,0,1.254,5.401,0.816,-6.897,11.716,0.556,50.102,2.667,0,NA,NA,NA,NA,NA,NA,43.879,2.006,0,-0.469,1.594,0.769
"Mplus VERSION 7.3","0.1","03/11/2015"," 7:48 AM","eas","u2","male","ae","nophys","memory","nophysspec","disigtspantotal",TRUE,379,9,NA,16,-2667.72,5367.441,5430.442,5379.677,5368.94376243094,"u2_male_ae_nophys_memory_nophysspec_disigtspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.475,1.802,0,0.457,0.312,0.143,-1.433,0.69,0.038,2.947,0.173,0,NA,NA,NA,NA,NA,NA,13.524,0.557,0,0.334,0.389,0.391
"Mplus VERSION 7.3","0.1","03/18/2015","12:54 PM","eas","u2","male","ae","nophys","memory","nophysspec","logicalmemory",TRUE,349,9,NA,16,-3204.636,6441.273,6502.954,6452.196,6442.91155421687,"u2_male_ae_nophys_memory_nophysspec_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.734,8.377,0,3.246,1.492,0.03,-6.876,3.556,0.053,13.596,0.803,0,NA,NA,NA,NA,NA,NA,19.269,1.181,0,1.919,0.872,0.028
"Mplus VERSION 7.3","0.1","02/27/2015"," 4:38 AM","eas","u2","male","ae","noPhys","reasoning","noPhysSpec","block",TRUE,350,9,NA,16,-3517.13,7066.26,7127.987,7077.229,7067.89363363363,"u2_male_ae_noPhys_reasoning_noPhysSpec_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.189,11.349,0,2.348,2.693,0.383,-2.041,5.11,0.69,20.997,1.572,0,NA,NA,NA,NA,NA,NA,18.571,1.38,0,2.406,0.965,0.013
