study name,process,subgroup,model type,n,species,intercept,slope
map,bstory_im,male,a,351,education,"--,p=  ----","--,p=  ----"
map,bstory_im,male,a,351,height,"--,p=  ----","--,p=  ----"
map,bstory_im,male,a,351,smoking,"--,p=  ----","--,p=  ----"
map,bstory_im,male,a,351,cardio,"--,p=  ----","--,p=  ----"
map,bstory_im,male,a,351,diabetes,"--,p=  ----","--,p=  ----"
map,bstory_im,male,ae,351,intercept,"  5.82(0.17),p<.01"," -0.07(0.05),p=.12"
map,bstory_im,male,ae,351,age," -0.04(0.01),p<.01","  0.01(0.00),p=.18"
map,bstory_im,male,ae,351,education,"  0.06(0.02),p<.01"," -0.00(0.00),p=.47"
map,bstory_im,male,ae,351,height,"--,p=  ----","--,p=  ----"
map,bstory_im,male,ae,351,smoking,"--,p=  ----","--,p=  ----"
map,bstory_im,male,ae,351,cardio,"--,p=  ----","--,p=  ----"
map,bstory_im,male,ae,351,diabetes,"--,p=  ----","--,p=  ----"
map,bstory_im,male,aeh,351,intercept," 24.33(0.81),p<.01"," -0.51(0.20),p=.11"
map,bstory_im,male,aeh,351,age," -0.29(0.04),p<.01"," -0.00(0.01),p=.18"
map,bstory_im,male,aeh,351,education,"  0.07(0.08),p=.16","  0.01(0.02),p=.39"
map,bstory_im,male,aeh,351,height," 21.82(3.57),p=.07"," -0.94(1.15),p=.42"
map,bstory_im,male,aeh,351,smoking,"--,p=  ----","--,p=  ----"
map,bstory_im,male,aeh,351,cardio,"--,p=  ----","--,p=  ----"
map,bstory_im,male,aeh,351,diabetes,"--,p=  ----","--,p=  ----"
map,bstory_im,male,aehplus,351,intercept," 25.20(0.93),p<.01"," -0.67(0.28),p=.26"
map,bstory_im,male,aehplus,351,age," -0.29(0.04),p<.01"," -0.00(0.01),p=.31"
map,bstory_im,male,aehplus,351,education,"  0.03(0.08),p=.25","  0.02(0.02),p=.47"
map,bstory_im,male,aehplus,351,height," 22.00(3.54),p=.07"," -0.92(1.15),p=.50"
map,bstory_im,male,aehplus,351,smoking," -0.02(0.60),p=.45"," -0.01(0.15),p=.41"
map,bstory_im,male,aehplus,351,cardio," -1.54(0.83),p=.45","  0.21(0.21),p=.55"
map,bstory_im,male,aehplus,351,diabetes," -1.69(0.72),p=.45","  0.32(0.18),p=.41"
map,categories,female,a,"1,010",intercept," 31.24(0.38),p<.01"," -0.25(0.09),p=.48"
map,categories,female,a,"1,010",age," -0.32(0.03),p<.01"," -0.02(0.01),p=.04"
map,categories,female,a,"1,010",education,"--,p=  ----","--,p=  ----"
map,categories,female,a,"1,010",height,"--,p=  ----","--,p=  ----"
map,categories,female,a,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,categories,female,a,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,categories,female,a,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,categories,female,ae,"1,010",intercept," 27.05(0.65),p<.01"," -0.12(0.18),p=.52"
map,categories,female,ae,"1,010",age," -0.31(0.03),p<.01"," -0.02(0.01),p=.04"
map,categories,female,ae,"1,010",education,"  0.56(0.07),p<.01"," -0.02(0.02),p=.67"
map,categories,female,ae,"1,010",height,"--,p=  ----","--,p=  ----"
map,categories,female,ae,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,categories,female,ae,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,categories,female,ae,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,categories,female,aeh,"1,010",intercept," 27.28(0.64),p<.01"," -0.13(0.18),p=.51"
map,categories,female,aeh,"1,010",age," -0.28(0.03),p<.01"," -0.02(0.01),p=.05"
map,categories,female,aeh,"1,010",education,"  0.50(0.07),p<.01"," -0.02(0.02),p=.73"
map,categories,female,aeh,"1,010",height," 16.55(2.89),p<.01"," -0.19(0.79),p=.48"
map,categories,female,aeh,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,categories,female,aeh,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,categories,female,aeh,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,categories,female,aehplus,"1,010",intercept," 27.80(0.71),p<.01"," -0.13(0.19),p=.47"
map,categories,female,aehplus,"1,010",age," -0.29(0.03),p<.01"," -0.02(0.01),p=.04"
map,categories,female,aehplus,"1,010",education,"  0.49(0.07),p<.01"," -0.02(0.02),p=.73"
map,categories,female,aehplus,"1,010",height," 16.61(2.88),p<.01"," -0.16(0.79),p=.49"
map,categories,female,aehplus,"1,010",smoking," -0.67(0.40),p=.14","  0.06(0.11),p=.61"
map,categories,female,aehplus,"1,010",cardio," -0.63(0.75),p=.26"," -0.08(0.21),p=.41"
map,categories,female,aehplus,"1,010",diabetes," -0.33(0.70),p=.55"," -0.12(0.19),p=.56"
map,categories,male,a,351,intercept," 38.48(0.87),p<.01"," -0.37(0.20),p=.45"
map,categories,male,a,351,age," -0.46(0.07),p<.01"," -0.02(0.02),p=.26"
map,categories,male,a,351,education,"--,p=  ----","--,p=  ----"
map,categories,male,a,351,height,"--,p=  ----","--,p=  ----"
map,categories,male,a,351,smoking,"--,p=  ----","--,p=  ----"
map,categories,male,a,351,cardio,"--,p=  ----","--,p=  ----"
map,categories,male,a,351,diabetes,"--,p=  ----","--,p=  ----"
map,categories,male,ae,351,intercept," 34.56(1.34),p<.01"," -0.32(0.31),p=.23"
map,categories,male,ae,351,age," -0.47(0.07),p<.01"," -0.02(0.02),p=.25"
map,categories,male,ae,351,education,"  0.48(0.13),p<.01"," -0.01(0.03),p=.52"
map,categories,male,ae,351,height,"--,p=  ----","--,p=  ----"
map,categories,male,ae,351,smoking,"--,p=  ----","--,p=  ----"
map,categories,male,ae,351,cardio,"--,p=  ----","--,p=  ----"
map,categories,male,ae,351,diabetes,"--,p=  ----","--,p=  ----"
map,categories,male,aeh,351,intercept," 34.96(1.26),p<.01"," -0.34(0.31),p=.22"
map,categories,male,aeh,351,age," -0.42(0.07),p<.01"," -0.02(0.02),p=.22"
map,categories,male,aeh,351,education,"  0.30(0.12),p=.16"," -0.00(0.03),p=.40"
map,categories,male,aeh,351,height," 27.76(6.09),p=.02"," -0.40(1.75),p=.54"
map,categories,male,aeh,351,smoking,"--,p=  ----","--,p=  ----"
map,categories,male,aeh,351,cardio,"--,p=  ----","--,p=  ----"
map,categories,male,aeh,351,diabetes,"--,p=  ----","--,p=  ----"
map,categories,male,aehplus,351,intercept," 36.16(1.46),p<.01"," -0.44(0.40),p=.15"
map,categories,male,aehplus,351,age," -0.42(0.06),p<.01"," -0.02(0.02),p=.32"
map,categories,male,aehplus,351,education,"  0.25(0.13),p=.24","  0.00(0.03),p=.41"
map,categories,male,aehplus,351,height," 28.10(6.06),p=.01"," -0.32(1.73),p=.54"
map,categories,male,aehplus,351,smoking," -0.48(0.90),p=.39","  0.04(0.23),p=.65"
map,categories,male,aehplus,351,cardio," -1.69(1.26),p=.50","  0.28(0.33),p=.41"
map,categories,male,aehplus,351,diabetes," -1.55(1.16),p=.42","  0.01(0.28),p=.05"
map,digit_b,female,a,"1,010",intercept,"  4.04(0.06),p<.01"," -0.04(0.01),p=.08"
map,digit_b,female,a,"1,010",age," -0.02(0.00),p=.19","  0.00(0.00),p=.32"
map,digit_b,female,a,"1,010",education,"--,p=  ----","--,p=  ----"
map,digit_b,female,a,"1,010",height,"--,p=  ----","--,p=  ----"
map,digit_b,female,a,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_b,female,a,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_b,female,a,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_b,female,ae,"1,010",intercept,"  3.35(0.10),p<.01"," -0.02(0.03),p=.49"
map,digit_b,female,ae,"1,010",age," -0.01(0.00),p=.31","  0.00(0.00),p=.35"
map,digit_b,female,ae,"1,010",education,"  0.09(0.01),p<.01"," -0.00(0.00),p=.52"
map,digit_b,female,ae,"1,010",height,"--,p=  ----","--,p=  ----"
map,digit_b,female,ae,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_b,female,ae,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_b,female,ae,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_b,female,aeh,"1,010",intercept,"  3.38(0.10),p<.01"," -0.02(0.03),p=.49"
map,digit_b,female,aeh,"1,010",age," -0.01(0.00),p=.43","  0.00(0.00),p=.34"
map,digit_b,female,aeh,"1,010",education,"  0.08(0.01),p<.01"," -0.00(0.00),p=.66"
map,digit_b,female,aeh,"1,010",height,"  2.42(0.52),p<.01","  0.01(0.14),p=.38"
map,digit_b,female,aeh,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_b,female,aeh,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_b,female,aeh,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_b,female,aehplus,"1,010",intercept,"  3.43(0.11),p<.01"," -0.02(0.03),p=.45"
map,digit_b,female,aehplus,"1,010",age," -0.01(0.00),p=.33","  0.00(0.00),p=.43"
map,digit_b,female,aehplus,"1,010",education,"  0.08(0.01),p<.01"," -0.00(0.00),p=.66"
map,digit_b,female,aehplus,"1,010",height,"  2.40(0.52),p<.01","  0.02(0.14),p=.35"
map,digit_b,female,aehplus,"1,010",smoking," -0.04(0.07),p=.49","  0.00(0.02),p=.80"
map,digit_b,female,aehplus,"1,010",cardio," -0.34(0.12),p=.11","  0.10(0.04),p=.09"
map,digit_b,female,aehplus,"1,010",diabetes,"  0.00(0.12),p=.64"," -0.02(0.04),p=.55"
map,digit_b,male,a,351,intercept,"  4.50(0.13),p<.01"," -0.01(0.03),p=.28"
map,digit_b,male,a,351,age," -0.03(0.01),p=.01"," -0.00(0.00),p=.45"
map,digit_b,male,a,351,education,"--,p=  ----","--,p=  ----"
map,digit_b,male,a,351,height,"--,p=  ----","--,p=  ----"
map,digit_b,male,a,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_b,male,a,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_b,male,a,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_b,male,ae,351,intercept,"  3.63(0.18),p<.01"," -0.01(0.05),p=.46"
map,digit_b,male,ae,351,age," -0.04(0.01),p<.01"," -0.00(0.00),p=.42"
map,digit_b,male,ae,351,education,"  0.11(0.02),p<.01","  0.00(0.00),p=.67"
map,digit_b,male,ae,351,height,"--,p=  ----","--,p=  ----"
map,digit_b,male,ae,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_b,male,ae,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_b,male,ae,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_b,male,aeh,351,intercept," 22.14(0.82),p<.01"," -0.44(0.20),p=.46"
map,digit_b,male,aeh,351,age," -0.28(0.04),p<.01"," -0.01(0.01),p=.50"
map,digit_b,male,aeh,351,education,"  0.13(0.08),p=.16","  0.01(0.02),p=.66"
map,digit_b,male,aeh,351,height," 20.83(3.57),p=.27"," -0.72(1.11),p=.31"
map,digit_b,male,aeh,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_b,male,aeh,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_b,male,aeh,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_b,male,aehplus,351,intercept," 23.02(0.94),p<.01"," -0.60(0.27),p=.34"
map,digit_b,male,aehplus,351,age," -0.28(0.04),p<.01"," -0.01(0.01),p=.64"
map,digit_b,male,aehplus,351,education,"  0.09(0.08),p=.24","  0.02(0.02),p=.77"
map,digit_b,male,aehplus,351,height," 21.03(3.54),p=.26"," -0.70(1.11),p=.37"
map,digit_b,male,aehplus,351,smoking," -0.04(0.61),p=.48","  0.01(0.14),p=.72"
map,digit_b,male,aehplus,351,cardio," -1.49(0.83),p=.34","  0.18(0.20),p=.28"
map,digit_b,male,aehplus,351,diabetes," -1.70(0.72),p=.46","  0.30(0.17),p=.33"
map,digit_f,female,a,"1,010",intercept," 16.44(0.21),p<.01"," -0.25(0.05),p=.30"
map,digit_f,female,a,"1,010",age," -0.17(0.02),p=.31"," -0.00(0.00),p=.48"
map,digit_f,female,a,"1,010",education,"--,p=  ----","--,p=  ----"
map,digit_f,female,a,"1,010",height,"--,p=  ----","--,p=  ----"
map,digit_f,female,a,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_f,female,a,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_f,female,a,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_f,female,ae,"1,010",intercept," 14.87(0.39),p<.01"," -0.10(0.10),p=.32"
map,digit_f,female,ae,"1,010",age," -0.17(0.02),p=.44"," -0.00(0.00),p=.44"
map,digit_f,female,ae,"1,010",education,"  0.21(0.04),p<.01"," -0.02(0.01),p=.37"
map,digit_f,female,ae,"1,010",height,"--,p=  ----","--,p=  ----"
map,digit_f,female,ae,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_f,female,ae,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_f,female,ae,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_f,female,aeh,"1,010",intercept," 15.04(0.38),p<.01"," -0.11(0.10),p=.34"
map,digit_f,female,aeh,"1,010",age," -0.15(0.02),p=.28"," -0.01(0.00),p=.38"
map,digit_f,female,aeh,"1,010",education,"  0.17(0.04),p<.01"," -0.02(0.01),p=.47"
map,digit_f,female,aeh,"1,010",height," 11.82(1.52),p<.01"," -0.43(0.43),p=.30"
map,digit_f,female,aeh,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_f,female,aeh,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_f,female,aeh,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_f,female,aehplus,"1,010",intercept," 14.99(0.42),p<.01"," -0.09(0.11),p=.27"
map,digit_f,female,aehplus,"1,010",age," -0.15(0.02),p=.28"," -0.01(0.00),p=.39"
map,digit_f,female,aehplus,"1,010",education,"  0.17(0.04),p<.01"," -0.02(0.01),p=.46"
map,digit_f,female,aehplus,"1,010",height," 11.81(1.52),p<.01"," -0.41(0.43),p=.31"
map,digit_f,female,aehplus,"1,010",smoking,"  0.07(0.23),p=.63"," -0.00(0.06),p=.79"
map,digit_f,female,aehplus,"1,010",cardio,"  0.13(0.47),p=.68"," -0.02(0.11),p=.25"
map,digit_f,female,aehplus,"1,010",diabetes," -0.00(0.41),p=.76"," -0.08(0.10),p=.59"
map,digit_f,male,a,351,intercept," 25.15(0.56),p<.01"," -0.40(0.13),p=.31"
map,digit_f,male,a,351,age," -0.31(0.04),p=.01"," -0.00(0.01),p=.71"
map,digit_f,male,a,351,education,"--,p=  ----","--,p=  ----"
map,digit_f,male,a,351,height,"--,p=  ----","--,p=  ----"
map,digit_f,male,a,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_f,male,a,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_f,male,a,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_f,male,ae,351,intercept," 22.95(0.89),p<.01"," -0.42(0.20),p=.27"
map,digit_f,male,ae,351,age," -0.32(0.04),p<.01"," -0.01(0.01),p=.70"
map,digit_f,male,ae,351,education,"  0.27(0.08),p<.01","  0.00(0.02),p=.46"
map,digit_f,male,ae,351,height,"--,p=  ----","--,p=  ----"
map,digit_f,male,ae,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_f,male,ae,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_f,male,ae,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_f,male,aeh,351,intercept," 23.28(0.81),p<.01"," -0.44(0.20),p=.27"
map,digit_f,male,aeh,351,age," -0.28(0.04),p<.01"," -0.01(0.01),p=.66"
map,digit_f,male,aeh,351,education,"  0.13(0.08),p=.17","  0.01(0.02),p=.33"
map,digit_f,male,aeh,351,height," 20.50(3.72),p=.21"," -0.73(1.16),p=.50"
map,digit_f,male,aeh,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_f,male,aeh,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_f,male,aeh,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_f,male,aehplus,351,intercept," 24.12(0.93),p<.01"," -0.63(0.28),p=.47"
map,digit_f,male,aehplus,351,age," -0.28(0.04),p<.01"," -0.01(0.01),p=.69"
map,digit_f,male,aehplus,351,education,"  0.09(0.08),p=.23","  0.02(0.02),p=.46"
map,digit_f,male,aehplus,351,height," 20.67(3.67),p=.19"," -0.73(1.16),p=.59"
map,digit_f,male,aehplus,351,smoking,"  0.08(0.60),p=.27","  0.02(0.14),p=.63"
map,digit_f,male,aehplus,351,cardio," -1.45(0.83),p=.30","  0.19(0.20),p=.36"
map,digit_f,male,aehplus,351,diabetes," -1.84(0.73),p=.08","  0.36(0.17),p=.11"
map,digit_o,female,a,"1,010",intercept," 15.92(0.20),p<.01"," -0.24(0.05),p=.25"
map,digit_o,female,a,"1,010",age," -0.18(0.02),p=.10"," -0.01(0.00),p=.08"
map,digit_o,female,a,"1,010",education,"--,p=  ----","--,p=  ----"
map,digit_o,female,a,"1,010",height,"--,p=  ----","--,p=  ----"
map,digit_o,female,a,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_o,female,a,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_o,female,a,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_o,female,ae,"1,010",intercept," 14.44(0.37),p<.01"," -0.08(0.10),p=.13"
map,digit_o,female,ae,"1,010",age," -0.17(0.02),p=.17"," -0.01(0.00),p=.07"
map,digit_o,female,ae,"1,010",education,"  0.20(0.04),p<.01"," -0.02(0.01),p=.31"
map,digit_o,female,ae,"1,010",height,"--,p=  ----","--,p=  ----"
map,digit_o,female,ae,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_o,female,ae,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_o,female,ae,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_o,female,aeh,"1,010",intercept," 14.60(0.36),p<.01"," -0.09(0.10),p=.12"
map,digit_o,female,aeh,"1,010",age," -0.15(0.02),p=.31"," -0.01(0.00),p=.10"
map,digit_o,female,aeh,"1,010",education,"  0.16(0.04),p<.01"," -0.02(0.01),p=.35"
map,digit_o,female,aeh,"1,010",height," 11.09(1.41),p<.01"," -0.24(0.41),p=.25"
map,digit_o,female,aeh,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,digit_o,female,aeh,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,digit_o,female,aeh,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,digit_o,female,aehplus,"1,010",intercept," 14.60(0.40),p<.01"," -0.08(0.11),p=.13"
map,digit_o,female,aehplus,"1,010",age," -0.16(0.02),p=.26"," -0.01(0.00),p=.10"
map,digit_o,female,aehplus,"1,010",education,"  0.16(0.04),p<.01"," -0.02(0.01),p=.37"
map,digit_o,female,aehplus,"1,010",height," 11.08(1.41),p<.01"," -0.22(0.41),p=.27"
map,digit_o,female,aehplus,"1,010",smoking,"  0.04(0.21),p=.37"," -0.02(0.06),p=.54"
map,digit_o,female,aehplus,"1,010",cardio,"  0.07(0.44),p=.47"," -0.01(0.11),p=.34"
map,digit_o,female,aehplus,"1,010",diabetes," -0.09(0.39),p=.52"," -0.04(0.09),p=.30"
map,digit_o,male,a,351,intercept," 24.60(0.54),p<.01"," -0.40(0.13),p=.14"
map,digit_o,male,a,351,age," -0.32(0.04),p<.01"," -0.01(0.01),p=.59"
map,digit_o,male,a,351,education,"--,p=  ----","--,p=  ----"
map,digit_o,male,a,351,height,"--,p=  ----","--,p=  ----"
map,digit_o,male,a,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_o,male,a,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_o,male,a,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_o,male,ae,351,intercept," 22.66(0.87),p<.01"," -0.48(0.19),p=.19"
map,digit_o,male,ae,351,age," -0.32(0.04),p<.01"," -0.01(0.01),p=.56"
map,digit_o,male,ae,351,education,"  0.24(0.08),p<.01","  0.01(0.02),p=.71"
map,digit_o,male,ae,351,height,"--,p=  ----","--,p=  ----"
map,digit_o,male,ae,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_o,male,ae,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_o,male,ae,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_o,male,aeh,351,intercept," 22.99(0.80),p<.01"," -0.50(0.19),p=.19"
map,digit_o,male,aeh,351,age," -0.28(0.04),p<.01"," -0.01(0.01),p=.54"
map,digit_o,male,aeh,351,education,"  0.09(0.08),p=.16","  0.02(0.02),p=.65"
map,digit_o,male,aeh,351,height," 22.30(3.48),p=.01"," -0.69(1.11),p=.42"
map,digit_o,male,aeh,351,smoking,"--,p=  ----","--,p=  ----"
map,digit_o,male,aeh,351,cardio,"--,p=  ----","--,p=  ----"
map,digit_o,male,aeh,351,diabetes,"--,p=  ----","--,p=  ----"
map,digit_o,male,aehplus,351,intercept," 23.92(0.91),p<.01"," -0.69(0.27),p=.11"
map,digit_o,male,aehplus,351,age," -0.28(0.04),p<.01"," -0.01(0.01),p=.72"
map,digit_o,male,aehplus,351,education,"  0.05(0.08),p=.24","  0.02(0.02),p=.67"
map,digit_o,male,aehplus,351,height," 22.50(3.45),p=.01"," -0.68(1.11),p=.49"
map,digit_o,male,aehplus,351,smoking," -0.06(0.58),p=.52","  0.03(0.14),p=.47"
map,digit_o,male,aehplus,351,cardio," -1.61(0.81),p=.47","  0.22(0.20),p=.45"
map,digit_o,male,aehplus,351,diabetes," -1.73(0.70),p=.26","  0.31(0.16),p=.35"
map,fev,female,a,"1,010",intercept,"  5.75(0.06),p<.01"," -0.01(0.02),p=.12"
map,fev,female,a,"1,010",age," -0.03(0.00),p<.01"," -0.00(0.00),p=.06"
map,fev,female,a,"1,010",education,"--,p=  ----","--,p=  ----"
map,fev,female,a,"1,010",height,"--,p=  ----","--,p=  ----"
map,fev,female,a,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,fev,female,a,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,fev,female,a,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,fev,female,ae,"1,010",intercept,"  5.26(0.11),p<.01","  0.00(0.03),p=.13"
map,fev,female,ae,"1,010",age," -0.03(0.00),p<.01"," -0.00(0.00),p=.05"
map,fev,female,ae,"1,010",education,"  0.09(0.01),p<.01"," -0.00(0.00),p=.61"
map,fev,female,ae,"1,010",height,"--,p=  ----","--,p=  ----"
map,fev,female,ae,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,fev,female,ae,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,fev,female,ae,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,fev,female,aeh,"1,010",intercept,"  5.27(0.11),p<.01"," -0.00(0.03),p=.13"
map,fev,female,aeh,"1,010",age," -0.02(0.00),p<.01"," -0.00(0.00),p=.09"
map,fev,female,aeh,"1,010",education,"  0.08(0.01),p<.01"," -0.00(0.00),p=.75"
map,fev,female,aeh,"1,010",height,"  2.29(0.55),p<.01","  0.04(0.16),p=.26"
map,fev,female,aeh,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,fev,female,aeh,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,fev,female,aeh,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,fev,female,aehplus,"1,010",intercept,"  5.52(0.12),p<.01","  0.01(0.04),p=.17"
map,fev,female,aehplus,"1,010",age," -0.02(0.00),p<.01"," -0.00(0.00),p=.07"
map,fev,female,aehplus,"1,010",education,"  0.08(0.01),p<.01"," -0.00(0.00),p=.69"
map,fev,female,aehplus,"1,010",height,"  2.38(0.54),p<.01","  0.04(0.16),p=.26"
map,fev,female,aehplus,"1,010",smoking," -0.08(0.07),p=.18"," -0.00(0.02),p=.60"
map,fev,female,aehplus,"1,010",cardio," -0.16(0.16),p=.32","  0.00(0.04),p=.36"
map,fev,female,aehplus,"1,010",diabetes," -0.08(0.12),p=.39","  0.01(0.04),p=.54"
map,fev,male,a,351,intercept,"  6.29(0.13),p<.01"," -0.02(0.04),p=.27"
map,fev,male,a,351,age," -0.04(0.01),p<.01","  0.00(0.00),p=.35"
map,fev,male,a,351,education,"--,p=  ----","--,p=  ----"
map,fev,male,a,351,height,"--,p=  ----","--,p=  ----"
map,fev,male,a,351,smoking,"--,p=  ----","--,p=  ----"
map,fev,male,a,351,cardio,"--,p=  ----","--,p=  ----"
map,fev,male,a,351,diabetes,"--,p=  ----","--,p=  ----"
map,fev,male,ae,351,intercept,"  5.82(0.19),p<.01","  0.01(0.05),p=.19"
map,fev,male,ae,351,age," -0.04(0.01),p<.01","  0.00(0.00),p=.33"
map,fev,male,ae,351,education,"  0.11(0.02),p<.01"," -0.00(0.01),p=.52"
map,fev,male,ae,351,height,"--,p=  ----","--,p=  ----"
map,fev,male,ae,351,smoking,"--,p=  ----","--,p=  ----"
map,fev,male,ae,351,cardio,"--,p=  ----","--,p=  ----"
map,fev,male,ae,351,diabetes,"--,p=  ----","--,p=  ----"
map,fev,male,aeh,351,intercept,"  5.84(0.19),p<.01","  0.01(0.05),p=.20"
map,fev,male,aeh,351,age," -0.04(0.01),p<.01","  0.00(0.00),p=.35"
map,fev,male,aeh,351,education,"  0.11(0.02),p<.01"," -0.00(0.01),p=.44"
map,fev,male,aeh,351,height,"  1.96(0.97),p=.06","  0.13(0.33),p=.41"
map,fev,male,aeh,351,smoking,"--,p=  ----","--,p=  ----"
map,fev,male,aeh,351,cardio,"--,p=  ----","--,p=  ----"
map,fev,male,aeh,351,diabetes,"--,p=  ----","--,p=  ----"
map,fev,male,aehplus,351,intercept,"  5.97(0.22),p<.01"," -0.02(0.07),p=.21"
map,fev,male,aehplus,351,age," -0.05(0.01),p<.01","  0.00(0.00),p=.59"
map,fev,male,aehplus,351,education,"  0.11(0.02),p=.02"," -0.00(0.01),p=.68"
map,fev,male,aehplus,351,height,"  2.02(0.97),p=.07","  0.04(0.33),p=.54"
map,fev,male,aehplus,351,smoking," -0.11(0.13),p=.22","  0.03(0.04),p=.32"
map,fev,male,aehplus,351,cardio," -0.02(0.19),p=.44"," -0.01(0.05),p=.41"
map,fev,male,aehplus,351,diabetes," -0.13(0.18),p=.26","  0.03(0.05),p=.26"
map,grip,female,a,"1,010",intercept," 28.51(0.36),p<.01"," -0.45(0.09),p=.08"
map,grip,female,a,"1,010",age," -0.35(0.03),p<.01"," -0.01(0.01),p=.07"
map,grip,female,a,"1,010",education,"--,p=  ----","--,p=  ----"
map,grip,female,a,"1,010",height,"--,p=  ----","--,p=  ----"
map,grip,female,a,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,grip,female,a,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,grip,female,a,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,grip,female,ae,"1,010",intercept," 25.80(0.68),p<.01"," -0.15(0.19),p=.16"
map,grip,female,ae,"1,010",age," -0.35(0.03),p<.01"," -0.01(0.01),p=.05"
map,grip,female,ae,"1,010",education,"  0.34(0.08),p<.01"," -0.04(0.02),p=.30"
map,grip,female,ae,"1,010",height,"--,p=  ----","--,p=  ----"
map,grip,female,ae,"1,010",smoking,"--,p=  ----","--,p=  ----"
map,grip,female,ae,"1,010",cardio,"--,p=  ----","--,p=  ----"
map,grip,female,ae,"1,010",diabetes,"--,p=  ----","--,p=  ----"
map,grip,female,aeh,"1,010",intercept," 26.12(0.66),p<.01"," -0.18(0.18),p=.14"
map,grip,female,aeh,"1,010",age," -0.31(0.03),p<.01"," -0.01(0.01),p=.05"
