"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval"
"Mplus VERSION 5.21","0.1","02/25/2015"," 1:14 AM","b1_male_aehplus_grip_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_grip_mirrecall.out","octo","b1","male","aehplus","grip","mirrecall",139,5,NA,37,-1688.354,3450.708,3559.283,3442.224,3478.54958415842,TRUE,TRUE,NA,0,1.052,0.476,2.209,0.027,0.032,0.015,2.122,0.034,-0.253,0.113,-2.23,0.026,0.042,0.092,0.457,0.648,0.031,0.166,0.186,0.852,4.419,0.708,6.237,0,0.044,0.024,1.801,0.072,-0.069,0.103,-0.669,0.503,1.581,0.227,6.972,0,1.919,0.39,4.923,0,0.071,0.022,3.169,0.002,0.032,0.079,0.405,0.686,1.994,0.22,9.07,0,12.073,0.416,29.006,0,-0.35,0.077,-4.526,0,7.211,0.395,18.27,0,0.02,0.09,0.22,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.166,0.073,-2.264,0.024,-0.041,0.021,-2.005,0.045,-0.21,0.077,-2.741,0.006,-0.036,0.019,-1.862,0.063,-0.115,0.049,-2.321,0.02,0.004,0.011,0.401,0.688,0.089,0.046,1.915,0.055,0,0.017,0.003,0.998,0.11,0.037,2.956,0.003,-0.009,0.006,-1.486,0.137,-0.003,0.029,-0.098,0.922,0.003,0.007,0.401,0.689
"Mplus VERSION 7.31","0.1","11/06/2015","11:16 AM","b1_male_aehplus_grip_prose.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_grip_prose.out","octo","b1","male","aehplus","grip","prose",139,5,NA,41,-1680.756,3443.513,3563.826,3434.111,3479.01815463918,TRUE,TRUE,NA,0,2.38,0.782,3.044,0.002,-0.012,0.046,-0.266,0.79,-0.192,0.203,-0.945,0.344,0.103,0.198,0.519,0.603,0.348,0.251,1.387,0.165,4.453,0.682,6.524,0,0.042,0.024,1.784,0.074,-0.158,0.102,-1.561,0.118,1.559,0.202,7.724,0,10.25,2.47,4.149,0,0.025,0.198,0.126,0.9,-0.21,0.719,-0.292,0.77,4.074,0.795,5.121,0,10.779,0.6,17.967,0,-0.13,0.106,-1.233,0.218,10.694,0.968,11.046,0,0.058,0.223,0.261,0.794,"0.352","0.096","3.673","0.000","-0.380","2.677","-0.142","0.887","0.138","0.093","1.480","0.139",-0.162,0.066,-2.436,0.015,-0.055,0.02,-2.739,0.006,-0.263,0.124,-2.124,0.034,-0.009,0.051,-0.168,0.867,-0.132,0.051,-2.588,0.01,-0.003,0.011,-0.279,0.78,0.432,0.086,4.997,0,-0.007,0.011,-0.609,0.543,0.109,0.037,2.955,0.003,-0.009,0.006,-1.628,0.104,0.007,0.056,0.118,0.906,0.01,0.012,0.906,0.365
"Mplus VERSION 5.21","0.1","02/25/2015"," 1:01 AM","b1_male_aehplus_grip_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_grip_proserecall.out","octo","b1","male","aehplus","grip","proserecall",139,5,NA,37,-1691.109,3456.219,3564.795,3447.735,3484.06058415842,TRUE,TRUE,NA,0,2.351,0.871,2.699,0.007,-0.01,0.034,-0.277,0.782,-0.095,0.146,-0.653,0.514,0.167,0.181,0.925,0.355,0.362,0.257,1.408,0.159,4.407,0.699,6.302,0,0.045,0.024,1.826,0.068,-0.091,0.101,-0.899,0.369,1.593,0.228,7.001,0,10.01,2.141,4.674,0,0.012,0.08,0.144,0.886,-0.011,0.376,-0.03,0.976,4.155,0.711,5.844,0,12.091,0.416,29.059,0,-0.336,0.07,-4.806,0,10.598,0.806,13.147,0,0.024,0.166,0.142,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.166,0.074,-2.256,0.024,-0.045,0.022,-2.044,0.041,-0.267,0.143,-1.874,0.061,-0.002,0.049,-0.03,0.976,-0.118,0.049,-2.408,0.016,0.003,0.011,0.258,0.797,0.446,0.083,5.34,0,-0.006,0.012,-0.54,0.589,0.107,0.037,2.898,0.004,-0.007,0.006,-1.324,0.185,0.004,0.057,0.074,0.941,0.012,0.008,1.441,0.15
"Mplus VERSION 7.31","0.1","11/06/2015","10:52 AM","b1_male_aehplus_pef_block.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pef_block.out","octo","b1","male","aehplus","pef","block",136,5,NA,41,-3179.034,6440.068,6559.487,6429.785,6476.70629787234,TRUE,TRUE,NA,0,158.683,59.035,2.688,0.007,1.051,0.809,1.299,0.194,-7.633,6.444,-1.185,0.236,-13.849,6.587,-2.103,0.036,19.93,11.136,1.79,0.074,8396.188,1398.804,6.002,0,37.141,18.626,1.994,0.046,-296.599,139.361,-2.128,0.033,3322.173,419.518,7.919,0,32.27,4.938,6.536,0,0.053,0.049,1.094,0.274,-0.063,0.412,-0.154,0.878,9.212,1.013,9.09,0,464.578,23.315,19.926,0,-3.651,3.421,-1.067,0.286,16.779,1.484,11.307,0,-0.424,0.169,-2.516,0.012,"0.305","0.107","2.849","0.004","0.747","0.170","4.399","0.000","0.114","0.062","1.825","0.068",-12.124,4.198,-2.888,0.004,0.142,0.962,0.148,0.882,-0.491,0.223,-2.2,0.028,0.045,0.034,1.303,0.193,6.945,2.108,3.294,0.001,-0.365,0.589,-0.62,0.535,0.624,0.192,3.25,0.001,0.021,0.042,0.508,0.611,2.107,1.481,1.423,0.155,0.226,0.26,0.868,0.385,0.151,0.086,1.761,0.078,-0.004,0.013,-0.288,0.773
"Mplus VERSION 7.31","0.1","11/06/2015"," 1:01 PM","b1_male_aehplus_pef_digitbackward.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pef_digitbackward.out","octo","b1","male","aehplus","pef","digitbackward",138,5,NA,41,-2723.522,5529.045,5649.062,5519.352,5564.92,TRUE,TRUE,NA,0,28.913,13.022,2.22,0.026,0.328,0.373,0.881,0.378,-3.036,3.329,-0.912,0.362,-3.447,1.888,-1.826,0.068,-5.135,4.877,-1.053,0.292,8379.631,1437.597,5.829,0,38.963,23.137,1.684,0.092,-300.332,163.592,-1.836,0.066,3327.418,416.101,7.997,0,1.069,0.265,4.035,0,0.021,0.015,1.375,0.169,-0.092,0.049,-1.87,0.061,0.949,0.136,6.976,0,466.55,23.552,19.81,0,-3.182,3.635,-0.875,0.381,3.973,0.26,15.309,0,-0.064,0.089,-0.72,0.471,"0.305","0.133","2.297","0.022","0.362","0.406","0.892","0.372","-0.091","0.083","-1.096","0.273",-11.58,4.093,-2.829,0.005,0.019,0.954,0.02,0.984,-0.077,0.043,-1.777,0.076,0.002,0.013,0.115,0.909,6.773,2.115,3.202,0.001,-0.478,0.579,-0.825,0.41,0.122,0.026,4.673,0,-0.003,0.008,-0.361,0.718,2.035,1.479,1.376,0.169,0.26,0.265,0.98,0.327,0.002,0.017,0.128,0.898,0.006,0.004,1.658,0.097
"Mplus VERSION 7.31","0.1","11/06/2015","12:13 PM","b1_male_aehplus_pef_digitforward.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pef_digitforward.out","octo","b1","male","aehplus","pef","digitforward",138,5,NA,41,-2613.877,5309.754,5429.772,5300.062,5345.629,TRUE,TRUE,NA,0,-7.21,10.7,-0.674,0.5,0.359,0.186,1.928,0.054,0.669,2.009,0.333,0.739,-1.199,1.112,-1.078,0.281,0.449,2.339,0.192,0.848,8305.927,1369.68,6.064,0,27.918,11.783,2.369,0.018,-274.758,121.887,-2.254,0.024,3391.616,399.438,8.491,0,0.814,0.169,4.823,0,0.012,0.004,2.865,0.004,-0.071,0.024,-2.938,0.003,0.517,0.075,6.861,0,469.379,23.602,19.888,0,-4.528,3.478,-1.302,0.193,6.023,0.254,23.678,0,-0.099,0.057,-1.751,0.08,"-0.088","0.130","-0.674","0.500","0.626","0.170","3.694","0.000","0.011","0.056","0.192","0.848",-11.478,4.148,-2.767,0.006,0.185,0.956,0.193,0.847,-0.025,0.031,-0.819,0.413,-0.013,0.007,-1.763,0.078,6.981,2.101,3.323,0.001,-0.436,0.565,-0.772,0.44,0.066,0.025,2.665,0.008,0.007,0.006,1.262,0.207,2.112,1.504,1.404,0.16,0.277,0.26,1.065,0.287,0.012,0.014,0.803,0.422,-0.004,0.003,-1.351,0.177
"Mplus VERSION 7.31","0.1","11/06/2015","10:18 AM","b1_male_aehplus_pef_digitsymbol.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pef_digitsymbol.out","octo","b1","male","aehplus","pef","digitsymbol",133,5,NA,41,-3201.853,6485.706,6604.21,6474.522,6523.55215384615,TRUE,TRUE,NA,0,244.567,90.322,2.708,0.007,3.127,1.556,2.01,0.044,1.071,11.389,0.094,0.925,-24.806,10.587,-2.343,0.019,-9.63,18.28,-0.527,0.598,8372.756,1412.596,5.927,0,39.41,16.27,2.422,0.015,-281.622,135.616,-2.077,0.038,3295.662,403.322,8.171,0,73.697,10.62,6.939,0,0.469,0.219,2.138,0.032,-2.999,1.069,-2.806,0.005,17.143,2.121,8.082,0,463.728,23.407,19.811,0,-3.268,3.622,-0.902,0.367,31.499,2.407,13.088,0,-0.536,0.326,-1.644,0.1,"0.311","0.101","3.083","0.002","0.727","0.147","4.950","0.000","-0.041","0.077","-0.529","0.597",-11.957,4.155,-2.878,0.004,0.264,0.945,0.28,0.78,-0.674,0.373,-1.809,0.071,0.043,0.07,0.615,0.539,6.979,2.106,3.314,0.001,-0.429,0.545,-0.787,0.431,1.714,0.236,7.258,0,0.016,0.048,0.342,0.732,2.095,1.469,1.426,0.154,0.271,0.255,1.065,0.287,0.252,0.12,2.1,0.036,-0.024,0.023,-1.046,0.295
"Mplus VERSION 7.31","0.1","11/06/2015","11:37 AM","b1_male_aehplus_pef_prose.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pef_prose.out","octo","b1","male","aehplus","pef","prose",136,5,NA,41,-2870.663,5823.326,5942.745,5813.043,5859.96429787234,TRUE,TRUE,NA,0,63.89,39.482,1.618,0.106,-0.171,0.418,-0.409,0.683,2.752,4.999,0.55,0.582,-7.238,5.887,-1.229,0.219,11.872,14.475,0.82,0.412,8318.759,1411.153,5.895,0,35.054,21.253,1.649,0.099,-285.994,152.201,-1.879,0.06,3350.552,427.869,7.831,0,10.172,1.713,5.939,0,0.013,0.01,1.221,0.222,-0.16,0.157,-1.015,0.31,4.113,0.632,6.511,0,465.567,23.567,19.755,0,-3.285,3.708,-0.886,0.376,11.027,0.759,14.52,0,0.133,0.16,0.833,0.405,"0.220","0.131","1.680","0.093","-0.258","0.527","-0.490","0.624","0.101","0.122","0.827","0.408",-12.133,4.138,-2.932,0.003,0.14,0.949,0.148,0.883,-0.272,0.12,-2.273,0.023,-0.005,0.046,-0.108,0.914,7.031,2.096,3.354,0.001,-0.404,0.576,-0.701,0.483,0.421,0.088,4.79,0,-0.006,0.012,-0.476,0.634,2.12,1.471,1.441,0.15,0.222,0.259,0.859,0.39,0.006,0.055,0.112,0.911,0.01,0.008,1.273,0.203
"Mplus VERSION 5.21","0.1","02/24/2015","11:20 PM","b1_male_aehplus_pulmonary_block.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pulmonary_block.out","octo","b1","male","aehplus","pulmonary","block",136,5,NA,37,-3181.212,6436.424,6544.192,6427.144,6465.11787755102,TRUE,TRUE,NA,0,155.31,59.088,2.628,0.009,1.117,0.756,1.477,0.14,-6.087,4.949,-1.23,0.219,-10.495,7.273,-1.443,0.149,19.626,12.202,1.608,0.108,8364.403,1317.97,6.346,0,36.205,19.297,1.876,0.061,-247.739,130.105,-1.904,0.057,3348.595,488.076,6.861,0,31.704,4.714,6.725,0,0.05,0.033,1.537,0.124,0.079,0.345,0.229,0.819,9.218,0.981,9.398,0,458.325,21.412,21.405,0,-7.137,3.495,-2.042,0.041,16.598,1.448,11.461,0,-0.56,0.141,-3.966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.111,4.117,-2.942,0.003,0.384,0.917,0.419,0.675,-0.508,0.242,-2.096,0.036,0.058,0.032,1.814,0.07,7.614,1.986,3.834,0,-0.393,0.628,-0.626,0.532,0.657,0.213,3.083,0.002,0.024,0.04,0.595,0.552,2.121,1.397,1.518,0.129,0.211,0.27,0.782,0.434,0.154,0.085,1.803,0.071,-0.004,0.012,-0.306,0.76
"Mplus VERSION 5.21","0.1","02/24/2015","11:12 PM","b1_male_aehplus_pulmonary_digitbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pulmonary_digitbackward.out","octo","b1","male","aehplus","pulmonary","digitbackward",138,5,NA,37,-2728.685,5531.369,5639.678,5522.622,5559.489,TRUE,TRUE,NA,0,30.46,12.699,2.399,0.016,0.229,0.401,0.572,0.567,-3.545,3.185,-1.113,0.266,-1.826,1.871,-0.976,0.329,-5.141,5.32,-0.966,0.334,8234.546,1376.509,5.982,0,27.249,21.8,1.25,0.211,-207.678,149.449,-1.39,0.165,3407.612,511.177,6.666,0,1.131,0.29,3.896,0,0.021,0.016,1.367,0.172,-0.1,0.053,-1.883,0.06,0.957,0.135,7.085,0,460.436,21.779,21.142,0,-7.435,3.528,-2.107,0.035,3.713,0.282,13.164,0,-0.018,0.081,-0.223,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.691,4.038,-2.895,0.004,0.373,0.897,0.416,0.677,-0.071,0.047,-1.529,0.126,-0.001,0.014,-0.046,0.963,7.43,1.996,3.722,0,-0.464,0.63,-0.737,0.461,0.136,0.032,4.325,0,-0.006,0.007,-0.751,0.453,2.097,1.391,1.508,0.132,0.211,0.273,0.772,0.44,0.002,0.017,0.098,0.922,0.006,0.004,1.751,0.08
"Mplus VERSION 5.21","0.1","02/24/2015","11:10 PM","b1_male_aehplus_pulmonary_digitforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pulmonary_digitforward.out","octo","b1","male","aehplus","pulmonary","digitforward",138,5,NA,37,-2617.955,5309.909,5418.218,5301.162,5338.029,TRUE,TRUE,NA,0,-6.518,11.435,-0.57,0.569,0.331,0.209,1.58,0.114,0.733,1.985,0.369,0.712,-0.667,1.327,-0.503,0.615,0.368,2.741,0.134,0.893,8283.318,1324.612,6.253,0,27.178,14.261,1.906,0.057,-227.235,128.216,-1.772,0.076,3411.396,466.625,7.311,0,0.837,0.168,4.973,0,0.012,0.004,2.767,0.006,-0.074,0.024,-3.038,0.002,0.517,0.077,6.738,0,461.894,21.819,21.169,0,-7.451,3.442,-2.165,0.03,5.904,0.241,24.484,0,-0.098,0.05,-1.966,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.495,4.022,-2.858,0.004,0.369,0.918,0.402,0.688,-0.027,0.034,-0.787,0.432,-0.011,0.007,-1.513,0.13,7.646,1.994,3.836,0,-0.46,0.605,-0.76,0.447,0.064,0.025,2.56,0.01,0.008,0.006,1.327,0.184,2.173,1.428,1.521,0.128,0.232,0.275,0.846,0.398,0.011,0.016,0.707,0.479,-0.003,0.002,-1.359,0.174
"Mplus VERSION 5.21","0.1","02/24/2015","11:31 PM","b1_male_aehplus_pulmonary_digitsymbol.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pulmonary_digitsymbol.out","octo","b1","male","aehplus","pulmonary","digitsymbol",133,5,NA,37,-3204.376,6482.752,6589.695,6472.659,6512.352,TRUE,TRUE,NA,0,248.337,91.187,2.723,0.006,2.947,1.459,2.021,0.043,1.818,11.329,0.16,0.873,-16.214,10.175,-1.594,0.111,-12.382,19.068,-0.649,0.516,8259.938,1329.772,6.212,0,34.568,15.03,2.3,0.021,-209.84,125.726,-1.669,0.095,3349.973,462.375,7.245,0,73.719,11.563,6.375,0,0.433,0.181,2.394,0.017,-2.838,1.137,-2.497,0.013,17.312,2.229,7.767,0,458.563,21.582,21.247,0,-7.634,3.69,-2.069,0.039,30.685,2.289,13.406,0,-0.575,0.294,-1.957,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.053,4.114,-2.93,0.003,0.62,0.942,0.658,0.511,-0.667,0.394,-1.691,0.091,0.05,0.063,0.785,0.433,7.682,1.977,3.885,0,-0.499,0.59,-0.846,0.398,1.776,0.246,7.221,0,0.021,0.042,0.501,0.617,2.149,1.378,1.559,0.119,0.242,0.266,0.909,0.364,0.265,0.117,2.256,0.024,-0.022,0.019,-1.206,0.228
"Mplus VERSION 5.21","0.1","02/24/2015","11:27 PM","b1_male_aehplus_pulmonary_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pulmonary_figurelogic.out","octo","b1","male","aehplus","pulmonary","figurelogic",133,5,NA,37,-3000.249,6074.497,6181.44,6064.404,6104.097,TRUE,TRUE,NA,0,62.604,31.513,1.987,0.047,0.939,0.61,1.54,0.124,-7.17,4.933,-1.454,0.146,-6.547,4.852,-1.349,0.177,1.145,14.905,0.077,0.939,8298.852,1351.111,6.142,0,34.306,20.764,1.652,0.098,-234.638,139.738,-1.679,0.093,3363.363,486.228,6.917,0,5.931,1.471,4.033,0,0.036,0.022,1.668,0.095,-0.282,0.183,-1.545,0.122,8.241,0.909,9.062,0,458.856,21.733,21.114,0,-6.916,3.495,-1.979,0.048,17.669,0.707,25.002,0,0.064,0.156,0.412,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.497,4.019,-2.86,0.004,0.314,0.917,0.342,0.732,-0.172,0.117,-1.461,0.144,0.009,0.029,0.307,0.759,7.757,1.98,3.918,0,-0.506,0.654,-0.773,0.44,0.361,0.097,3.742,0,-0.019,0.025,-0.769,0.442,2.098,1.392,1.507,0.132,0.212,0.266,0.797,0.426,0.047,0.047,1.013,0.311,0.015,0.012,1.272,0.204
"Mplus VERSION 5.21","0.1","02/24/2015","11:35 PM","b1_male_aehplus_pulmonary_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pulmonary_mirrecall.out","octo","b1","male","aehplus","pulmonary","mirrecall",137,5,NA,37,-2863.677,5801.354,5909.393,5792.341,5829.75804040404,TRUE,TRUE,NA,0,77.24,19.393,3.983,0,0.744,0.409,1.819,0.069,-2.009,4.54,-0.442,0.658,-7.249,2.058,-3.523,0,-1.299,7.543,-0.172,0.863,8586.96,1348.955,6.366,0,43.122,14.838,2.906,0.004,-289.251,126.866,-2.28,0.023,3309.172,459.342,7.204,0,2.003,0.364,5.502,0,0.068,0.019,3.529,0,0.019,0.066,0.292,0.77,1.974,0.236,8.368,0,456.868,21.417,21.332,0,-5.883,3.481,-1.69,0.091,7.233,0.395,18.296,0,-0.006,0.092,-0.065,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.264,4.123,-2.974,0.003,0.292,0.886,0.33,0.742,-0.219,0.076,-2.874,0.004,-0.025,0.02,-1.228,0.219,8.399,2.038,4.121,0,-0.569,0.58,-0.98,0.327,0.09,0.047,1.924,0.054,-0.002,0.017,-0.127,0.899,2.298,1.39,1.653,0.098,0.26,0.267,0.973,0.331,0,0.03,-0.011,0.991,0.002,0.008,0.23,0.818
"Mplus VERSION 5.21","0.1","02/24/2015","11:15 PM","b1_male_aehplus_pulmonary_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_aehplus_pulmonary_proserecall.out","octo","b1","male","aehplus","pulmonary","proserecall",136,5,NA,37,-2875.443,5824.886,5932.654,5815.606,5853.57987755102,TRUE,TRUE,NA,0,61.969,39.116,1.584,0.113,-0.307,0.499,-0.615,0.538,5.746,5.372,1.07,0.285,-4.883,5.743,-0.85,0.395,13.704,17.518,0.782,0.434,8271.613,1367.246,6.05,0,32.802,22.862,1.435,0.151,-227.373,154.236,-1.474,0.14,3381.469,505.979,6.683,0,10.047,1.753,5.733,0,0.01,0.014,0.727,0.467,-0.016,0.174,-0.094,0.925,4.14,0.616,6.721,0,459.555,21.723,21.156,0,-6.726,3.589,-1.874,0.061,10.815,0.787,13.737,0,0.011,0.12,0.087,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.224,3.984,-3.068,0.002,0.347,0.906,0.383,0.702,-0.278,0.138,-2.01,0.044,0.001,0.041,0.016,0.987,7.722,1.991,3.879,0,-0.468,0.627,-0.745,0.456,0.437,0.085,5.125,0,-0.005,0.012,-0.459,0.646,2.12,1.38,1.536,0.124,0.224,0.266,0.841,0.401,0.004,0.057,0.062,0.95,0.011,0.007,1.484,0.138
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:32 PM","b1_male_age_grip_block.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_male_age_grip_block.out","octo","b1","male","age","grip","block",158,5,NA,21,-2223.572,4489.144,4553.459,4486.984,4495.93811764706,TRUE,TRUE,NA,0,6.099,1.737,3.512,0,-0.021,0.031,-0.689,0.491,0.278,0.201,1.38,0.167,0.237,0.279,0.848,0.396,0.491,0.228,2.159,0.031,6.609,1.108,5.964,0,0.05,0.026,1.949,0.051,-0.116,0.108,-1.08,0.28,1.605,0.206,7.775,0,43.949,5.63,7.807,0,0.036,0.096,0.375,0.707,0.266,0.45,0.59,0.555,9.116,1.128,8.081,0,11.276,0.359,31.445,0,-0.36,0.049,-7.33,0,13.245,0.883,14.995,0,-0.481,0.101,-4.767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,0.076,-2.349,0.019,-0.039,0.019,-2.048,0.041,-0.555,0.224,-2.482,0.013,0.043,0.033,1.29,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
