software,version,date,time,output_file,data_file,file_path,study_name,model_number,subgroup,model_type,subject_count,wave_count,datapoint_count,parameter_count,ll,aic,bic,adj_bic,aaic,has_converged,trust_all,mistrust,covar_covered,ab_tau_00_est,ab_tau_00_se,ab_tau_00_wald,ab_tau_00_pval,ab_tau_11_est,ab_tau_11_se,ab_tau_11_wald,ab_tau_11_pval,ab_tau_01_est,ab_tau_01_se,ab_tau_01_wald,ab_tau_01_pval,ab_tau_10_est,ab_tau_10_se,ab_tau_10_wald,ab_tau_10_pval,ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_wald,ab_sigma_00_pval,aa_tau_00_est,aa_tau_00_se,aa_tau_00_wald,aa_tau_00_pval,aa_tau_11_est,aa_tau_11_se,aa_tau_11_wald,aa_tau_11_pval,aa_tau_01_est,aa_tau_01_se,aa_tau_01_wald,aa_tau_01_pval,a_sigma_00_est,a_sigma_00_se,a_sigma_00_wald,a_sigma_00_pval,bb_tau_00_est,bb_tau_00_se,bb_tau_00_wald,bb_tau_00_pval,bb_tau_11_est,bb_tau_11_se,bb_tau_11_wald,bb_tau_11_pval,bb_tau_10_est,bb_tau_10_se,bb_tau_10_wald,bb_tau_10_pval,b_sigma_00_est,b_sigma_00_se,b_sigma_00_wald,b_sigma_00_pval,a_gamma_00_est,a_gamma_00_se,a_gamma_00_wald,a_gamma_00_pval,a_gamma_10_est,a_gamma_10_se,a_gamma_10_wald,a_gamma_10_pval,b_gamma_00_est,b_gamma_00_se,b_gamma_00_wald,b_gamma_00_pval,b_gamma_10_est,b_gamma_10_se,b_gamma_10_wald,b_gamma_10_pval,er_tau_00_est,er_tau_00_se,er_tau_00_wald,er_tau_00_pval,er_tau_11_est,er_tau_11_se,er_tau_11_wald,er_tau_11_pval,er_sigma_00_est,er_sigma_00_se,er_sigma_00_wald,er_sigma_00_pval,a_gamma_01_est,a_gamma_01_se,a_gamma_01_wald,a_gamma_01_pval,a_gamma_11_est,a_gamma_11_se,a_gamma_11_wald,a_gamma_11_pval,b_gamma_01_est,b_gamma_01_se,b_gamma_01_wald,b_gamma_01_pval,b_gamma_11_est,b_gamma_11_se,b_gamma_11_wald,b_gamma_11_pval,a_gamma_02_est,a_gamma_02_se,a_gamma_02_wald,a_gamma_02_pval,a_gamma_12_est,a_gamma_12_se,a_gamma_12_wald,a_gamma_12_pval,b_gamma_02_est,b_gamma_02_se,b_gamma_02_wald,b_gamma_02_pval,b_gamma_12_est,b_gamma_12_se,b_gamma_12_wald,b_gamma_12_pval,a_gamma_03_est,a_gamma_03_se,a_gamma_03_wald,a_gamma_03_pval,a_gamma_13_est,a_gamma_13_se,a_gamma_13_wald,a_gamma_13_pval,b_gamma_03_est,b_gamma_03_se,b_gamma_03_wald,b_gamma_03_pval,b_gamma_13_est,b_gamma_13_se,b_gamma_13_wald,b_gamma_13_pval,a_gamma_04_est,a_gamma_04_se,a_gamma_04_wald,a_gamma_04_pval,a_gamma_14_est,a_gamma_14_se,a_gamma_14_wald,a_gamma_14_pval,b_gamma_04_est,b_gamma_04_se,b_gamma_04_wald,b_gamma_04_pval,b_gamma_14_est,b_gamma_14_se,b_gamma_14_wald,b_gamma_14_pval,a_gamma_05_est,a_gamma_05_se,a_gamma_05_wald,a_gamma_05_pval,a_gamma_15_est,a_gamma_15_se,a_gamma_15_wald,a_gamma_15_pval,b_gamma_05_est,b_gamma_05_se,b_gamma_05_wald,b_gamma_05_pval,b_gamma_15_est,b_gamma_15_se,b_gamma_15_wald,b_gamma_15_pval,a_gamma_06_est,a_gamma_06_se,a_gamma_06_wald,a_gamma_06_pval,a_gamma_16_est,a_gamma_16_se,a_gamma_16_wald,a_gamma_16_pval,b_gamma_06_est,b_gamma_06_se,b_gamma_06_wald,b_gamma_06_pval,b_gamma_16_est,b_gamma_16_se,b_gamma_16_wald,b_gamma_16_pval,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:41 PM,b1_female_0_pulmonary_knowledge_fev_analogies.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_knowledge_fev_analogies.out,satsa,b1,female,0,512,7,NA,23,-8887.529,17821.058,17918.54,17845.534,17823.320295082,TRUE,TRUE,NA,0,0.759,0.121,6.254,0.0,0.0,0.0,1.029,0.304,0.008,0.008,1.002,0.316,-0.006,0.006,-1.042,0.298,0.0,0.02,0.001,0.999,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.732,0.083,0.056,0.001,41.455,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.055,0.037,0.971,5.113,0.226,22.595,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,analogies,analogies,analogies,fluid reasoning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,-0.08687387624967959,0.08687387624967959,-0.08665598624593358,0.08665598624593358
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:44 PM,b1_female_0_pulmonary_knowledge_fev_info.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_knowledge_fev_info.out,satsa,b1,female,0,512,7,NA,23,-10412.214,20870.427,20967.909,20894.903,20872.689295082,TRUE,TRUE,NA,0,0.662,0.212,3.121,0.002,0.001,0.001,1.879,0.06,0.068,0.017,3.959,0.0,-0.012,0.013,-0.895,0.371,0.088,0.027,3.266,0.001,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.516,0.13,0.056,0.001,41.953,0.0,NA,NA,NA,NA,NA,NA,NA,NA,-0.464,0.26,-1.784,0.074,10.974,0.406,27.051,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,information,info,information,episodic memory,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11225512575071786,0.11273024009415586,2.5433101421431457,0.0109807714168002,0.025856363844476274,0.19960411634383546,0.025850603280912147,0.19699482930428194
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 3:06 PM,b1_female_0_pulmonary_knowledge_fev_synonyms.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_knowledge_fev_synonyms.out,satsa,b1,female,0,512,7,NA,23,-9287.797,18621.595,18719.076,18646.07,18623.857295082,TRUE,TRUE,NA,0,0.729,0.142,5.146,0.0,0.0,0.0,0.786,0.432,0.018,0.007,2.661,0.008,-0.015,0.008,-1.827,0.068,0.036,0.019,1.884,0.06,NA,NA,NA,NA,NA,NA,NA,NA,-0.002,0.001,-1.745,0.081,0.056,0.001,42.083,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.08,0.027,0.978,4.525,0.217,20.811,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,synonyms,synon,synonyms,semantic memory,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07151533798761103,0.07163763387958869,1.616218688551704,0.10604703957076797,-0.0152362423700909,0.15851151012926828,-0.015235063483473863,0.15719713708251057
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:02 PM,b1_female_0_pulmonary_memory_fev_digitsforward.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_memory_fev_digitsforward.out,satsa,b1,female,0,512,7,NA,23,-7273.074,14592.149,14689.63,14616.625,14594.411295082,TRUE,TRUE,NA,0,0.097,0.028,3.396,0.001,0.0,0.0,0.541,0.588,0.003,0.002,1.51,0.131,-0.001,0.002,-0.716,0.474,0.007,0.006,1.277,0.202,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.683,0.092,0.056,0.001,41.371,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.004,0.301,0.764,0.625,0.027,22.741,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,digit_f,digit_f,digit span forward,attention,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03741657386773941,0.0374340496175246,0.8445506545024711,0.3983617700536552,-0.04943982663215499,0.12430792586720418,-0.049399584113191584,0.12367157110799967
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:29 PM,b1_female_0_pulmonary_memory_fev_figurememory.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_memory_fev_figurememory.out,satsa,b1,female,0,512,7,NA,23,-9342.472,18730.944,18828.425,18755.419,18733.206295082,TRUE,TRUE,NA,0,0.559,0.12,4.641,0.0,0.0,0.0,0.952,0.341,0.031,0.01,3.18,0.001,-0.007,0.007,-0.954,0.34,0.047,0.024,1.972,0.049,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.677,0.094,0.056,0.001,42.275,0.0,NA,NA,NA,NA,NA,NA,NA,NA,-0.064,0.081,-0.796,0.426,6.899,0.31,22.282,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,fig_mem,fig_mem,figure memory,short-term memory,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0756154902022057,0.07576010225878141,1.709225814507509,0.08740912887741352,-0.011113773990898176,0.162633978508461,-0.011113316437304021,0.161215108824554
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:48 PM,b1_female_0_pulmonary_mental_fev_mmse.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_mental_fev_mmse.out,satsa,b1,female,0,512,7,NA,23,-8863.436,17772.872,17870.353,17797.347,17775.134295082,TRUE,TRUE,NA,0,0.078,0.051,1.521,0.128,0.001,0.001,1.712,0.087,0.04,0.012,3.448,0.001,0.005,0.003,1.447,0.148,0.062,0.017,3.708,0.0,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-0.906,0.365,0.056,0.001,39.451,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.068,0.02,3.375,0.001,3.066,0.067,45.733,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,mmse,mmse,mini mental state exam,mental status,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14962756235988617,0.15075944731860633,3.4012881642854262,6.706908726352693e-4,0.06388557106892674,0.23763332356828593,0.0637987992552458,0.23325908242230176
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 1:55 PM,b1_female_0_pulmonary_reasoning_fev_block.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_reasoning_fev_block.out,satsa,b1,female,0,512,7,NA,23,-10066.211,20178.421,20275.903,20202.897,20180.683295082,TRUE,TRUE,NA,0,1.685,0.242,6.975,0.0,0.001,0.001,1.257,0.209,0.032,0.014,2.274,0.023,-0.003,0.012,-0.274,0.784,0.053,0.026,2.037,0.042,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.604,0.109,0.056,0.001,42.157,0.0,NA,NA,NA,NA,NA,NA,NA,NA,-0.084,0.17,-0.495,0.621,11.032,0.263,41.989,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,block,block,block design,fluid reasoning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06743024373855734,0.06753272158061643,1.5236076458193868,0.12760675207466535,-0.01934115466906315,0.15440659783029603,-0.019338743315130687,0.15319109850722665
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:50 PM,b1_female_0_pulmonary_speed_fev_symbol.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_speed_fev_symbol.out,satsa,b1,female,0,512,7,NA,23,-10729.065,21504.131,21601.612,21528.607,21506.393295082,TRUE,TRUE,NA,0,3.135,0.395,7.945,0.0,0.0,0.001,-0.589,0.556,0.086,0.021,4.061,0.0,-0.001,0.02,-0.066,0.947,0.038,0.044,0.863,0.388,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.385,0.166,0.056,0.001,40.308,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.075,0.518,2.075,0.038,27.609,0.827,33.378,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,symbol,symbol,substitution,perceptual speed,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030560766646612392,0.030570286164232206,0.6896970926769164,0.49038469455663813,-0.05630359008544738,0.11744416241391178,-0.05624416953595692,0.11690715079783517
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:22 PM,b1_female_0_pulmonary_visuospatial_fev_rotations.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_visuospatial_fev_rotations.out,satsa,b1,female,0,512,7,NA,23,-11154.345,22354.689,22452.171,22379.165,22356.951295082,TRUE,TRUE,NA,0,3.222,0.506,6.361,0.0,0.001,0.002,0.765,0.444,0.097,0.037,2.634,0.008,-0.023,0.027,-0.88,0.379,0.015,0.088,0.167,0.868,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.696,0.09,0.056,0.001,40.468,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.761,1.101,1.599,0.11,114.474,5.07,22.58,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,rotate,rotate,rotations,fluid reasoning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005924392402959593,0.00592446171670077,0.1336619487214682,0.893669895619536,-0.08094941453297881,0.09279833796638036,-0.08077306144572963,0.0925328737458766
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:13 PM,b1_female_a_pulmonary_executive_fev_digitsback.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_a_pulmonary_executive_fev_digitsback.out,satsa,b1,female,a,512,7,NA,25,-5668.425,11386.85,11492.808,11413.455,11389.5248971193,TRUE,TRUE,NA,0,0.074,0.022,3.36,0.001,0.0,0.0,2.196,0.028,-0.005,0.002,-2.458,0.014,-0.002,0.002,-1.172,0.241,-0.005,0.01,-0.481,0.631,0.101,0.01,10.525,0.0,0.0,0.0,5.209,0.0,0.0,0.001,-0.756,0.45,0.056,0.001,42.246,0.0,0.916,0.098,9.318,0.0,0.002,0.001,3.107,0.002,-0.012,0.006,-1.951,0.051,1.018,0.033,31.257,0.0,1.776,0.026,68.184,0.0,-0.028,0.003,-10.833,0.0,3.938,0.073,54.098,0.0,-0.04,0.007,-5.921,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.036,0.002,-16.859,0.0,0.0,0.0,0.989,0.322,-0.026,0.007,-3.919,0.0,-0.002,0.001,-2.792,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,digit_b,digit_b,digit span backward,working memory,2,0.24328946087107206,0.24826756791517662,5.601171636967133,0.803927390637887,0.16139369166549705,0.3351414441648562,0.16000681644067222,0.3231329994765805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.020941225906431923,-0.0209442878652372,-0.4725246722009322,0.6365523355236937,-0.10781816411491679,0.06592958838444238,-0.10740231104901055,0.06583422856752216
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:03 PM,b1_female_a_pulmonary_memory_fev_digitsforward.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_a_pulmonary_memory_fev_digitsforward.out,satsa,b1,female,a,512,7,NA,25,-5260.873,10571.746,10677.704,10598.35,10574.4208971193,TRUE,TRUE,NA,0,0.027,0.019,1.395,0.163,0.0,0.0,0.652,0.514,0.0,0.001,0.349,0.727,0.0,0.001,-0.19,0.849,0.008,0.006,1.341,0.18,0.101,0.009,10.672,0.0,0.0,0.0,5.058,0.0,0.0,0.001,-0.7,0.484,0.056,0.001,41.71,0.0,0.732,0.089,8.24,0.0,0.0,0.0,0.477,0.634,0.0,0.004,0.025,0.98,0.623,0.028,22.624,0.0,1.777,0.026,68.9,0.0,-0.028,0.002,-11.13,0.0,5.623,0.072,78.402,0.0,-0.023,0.005,-4.461,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.036,0.002,-16.867,0.0,0.0,0.0,1.028,0.304,-0.024,0.006,-3.802,0.0,-0.001,0.0,-2.246,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,digit_f,digit_f,digit span forward,attention,2,0.09929960861320285,0.09962793161308002,2.2477085891119826,0.9206397179224498,0.012754055363400435,0.1865018078627596,0.012753363858309406,0.18436911603517742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04283038222833494,0.04285660103808156,0.9668889908058124,0.33359953076787713,-0.044017275211598025,0.12973047728776116,-0.04398886910175409,0.12900755576825257
Mplus VERSION 7.3 (Mac),0.1,06/16/2015, 2:30 PM,b1_female_a_pulmonary_memory_fev_figurememory.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_a_pulmonary_memory_fev_figurememory.out,satsa,b1,female,a,512,7,NA,25,-7305.32,14660.639,14766.597,14687.244,14663.3138971193,TRUE,TRUE,NA,0,0.154,0.081,1.9,0.057,0.0,0.0,1.288,0.198,0.001,0.006,0.199,0.843,-0.001,0.006,-0.169,0.866,0.047,0.024,1.986,0.047,0.101,0.009,10.667,0.0,0.0,0.0,5.07,0.0,0.0,0.001,-0.737,0.461,0.056,0.001,42.469,0.0,12.431,1.22,10.192,0.0,0.021,0.005,4.405,0.0,-0.127,0.067,-1.884,0.06,6.89,0.31,22.249,0.0,1.776,0.026,69.358,0.0,-0.028,0.002,-11.285,0.0,20.801,0.243,85.491,0.0,-0.2,0.019,-10.314,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.036,0.002,-16.91,0.0,0.0,0.0,0.972,0.331,-0.135,0.022,-6.022,0.0,-0.013,0.002,-6.93,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fev,fig_mem,fig_mem,figure memory,short-term memory,2,0.13743805507878923,0.1383133628718001,3.1204917002923245,0.8899927649709312,0.051439486622120514,0.2251872391214797,0.05139416460714104,0.22145653163393966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07566486010929867,0.0758097562580686,1.7103460597928875,0.08720189920275342,-0.011064119991610985,0.1626836325077482,-0.011063668543217917,0.16126347191375673
